Gene symbol	B cells naive	B cells memory	Monocytes	NK cells resting	NK cells activated	Neutrophils	T cells CD4 naive	T cells CD4 memory resting	T cells CD4 memory activated	T cells CD8	Macrophages M0	Macrophages M1	Macrophages M2	Mast cells resting	Mast cells activated	Plasma cells	T cells follicular helper	T cells regulatory (Tregs)	T cells gamma delta	Dendritic cells resting	Dendritic cells activated	Eosinophils
NPL	18.58723205	15.43171438	856.4061947	98.03373398	113.5081582	2221.125735	16.80025027	77.75838355	115.4350344	84.14120251	1653.078338	501.9616375	4287.536344	552.9189042	434.39859	51.43557494	26.32189818	67.97537441	151.1552852	2046.531199	469.3198548	1095.722226
NR4A3	136.961868	146.6985292	91.30097224	81.37480444	142.7268857	289.5950348	117.4897219	96.79674591	315.2674688	83.36646929	198.7422467	448.7091592	100.4851433	126.340664	1237.55158	133.9396044	165.5835013	462.3914642	158.621241	479.801155	2205.779288	4000.433332
NTN3	6.560415317	15.17015534	8.728208573	5.960532656	6.670735069	14.63118719	23.29056908	11.48733325	28.15146387	8.668709617	6.387053062	11.62316713	15.7165782	3.851996371	5.968588791	21.48427937	7.668026751	180.3938042	39.58499503	5.550003213	7.932018996	12.89560396
NTRK1	13.56995609	13.73659599	11.91460935	9.510068915	13.60956204	16.05784624	22.8422122	15.01956589	21.08132558	10.62433837	8.11603997	8.77366203	8.95713845	353.8858453	1165.767806	28.05481762	9.834897324	11.27070692	17.70640663	14.87419345	8.220089782	24.83620744
ORC1	23.68477152	41.00915539	42.26892867	28.16743979	199.5193663	15.70455066	40.53053139	49.69010165	571.8507896	48.78745757	50.27542876	21.53089091	49.33707158	138.2764869	141.3227716	30.47049066	149.8210195	27.67048227	17.56601887	43.52073776	20.24691855	139.6579855
OSM	2.05303015	2.708641993	4.071675747	2.264192614	172.7170749	188.2377246	2.307902038	4.818030863	45.01752131	3.823397028	3.540709893	3.129845825	6.319098182	13.94683468	8.408928144	2.05303015	12.94364358	142.6507045	20.55380014	10.91034349	3.537000212	1657.870692
P2RX1	161.7246112	37.90926885	686.8592062	133.7653785	137.761379	1169.401245	168.4091537	119.891114	110.7662487	180.7978777	198.6785267	134.6490049	356.2137024	2865.596717	2193.457858	36.61226829	142.8858929	70.45015588	184.552453	162.158759	57.63014286	1302.716482
P2RX5	9725.14216	9116.674392	175.5409499	507.7460936	492.8199974	35.46460502	670.8311858	770.0178375	524.8550881	784.9884834	33.05027296	21.68739568	20.0115018	174.3664719	298.9924978	2524.75311	2876.602126	725.3438736	1108.125761	37.21278271	35.5352843	355.9021695
P2RY10	436.5800269	348.9025998	20.95780349	236.9914349	207.4981375	350.0244998	340.8834245	516.3687437	293.2102273	319.1050423	11.36968834	20.4848163	16.64319163	27.33260384	59.53712782	408.3799473	313.2896621	931.7085834	107.4410957	5.340759621	142.7074755	1812.068581
P2RY13	9.195676707	35.59674022	2786.279688	76.92819841	13.81492461	4885.264485	7.357242825	6.469992914	7.274663001	7.470609935	120.6493256	473.3335035	2965.888162	43.78982454	60.88154521	8.020483187	6.982740503	10.2025435	233.2139703	25.78957652	8.194297426	1447.836993
P2RY14	1638.857158	196.0477382	51.7107481	214.6448472	215.2283477	1604.23718	63.19960659	75.4038863	76.77594259	154.8611784	7.681017154	21.35853068	852.5563739	2202.531209	1476.439279	30.69853755	33.74435445	102.9533339	512.624542	214.7529288	24.7275648	9767.658851
P2RY2	11.65755142	13.6018949	172.1808803	14.83438983	11.91498962	20.46490608	11.66918119	11.41545947	13.35591205	14.97257129	86.58027686	11.44146222	9.463569762	14.46354526	89.76543076	9.903062667	20.63255455	10.1169561	12.42139783	10.69402254	14.59353766	944.4078498
PADI4	10.86384541	14.72490782	765.8740271	117.7115047	26.4439513	834.1791302	22.06014827	15.94453415	24.61338222	54.8131472	15.82068937	17.75900367	12.5310046	110.3487033	145.7041526	16.99336407	19.92287086	9.858987446	140.6718371	21.13767299	36.58022188	609.7225739
PAQR5	23.55278029	20.52510491	14.23047428	16.92537277	12.69616964	21.35009578	25.79852882	15.95742958	14.88173325	14.17914437	301.5136307	18.28085747	17.46905843	367.6396247	291.658959	15.54095466	13.05907552	36.93744762	28.61895	19.08196331	15.76945271	16.33922468
PASK	513.8685117	628.0406815	146.7089795	194.6949707	256.2684015	260.1254538	1036.993881	2312.349458	982.6694359	1441.389436	114.1939024	240.986393	221.4207731	189.825041	170.7980542	674.8353905	7489.424599	1422.863691	232.6670491	159.7552188	188.6396292	412.5430957
PAX7	67.60022415	81.26725901	38.03678229	13.99767158	21.90774996	43.89458066	25.73025482	42.55469556	34.32244633	23.31147251	20.55062936	24.24874392	19.33487809	22.88582143	40.26434744	281.5200465	37.98662268	107.1993296	47.57678524	32.20861554	32.68914412	82.85959644
PBXIP1	399.906182	918.0224791	253.4748335	527.8700969	195.0766104	980.0231145	1070.73357	3186.537019	192.0869901	1520.324793	80.09674175	197.5776496	410.8735418	173.2265498	203.1679252	803.5855937	1612.60149	3045.590782	570.9583968	290.7321071	562.838958	835.0912646
PCDHA5	5.122171371	7.929425728	10.28963858	10.21122017	11.39071505	12.67803161	25.92410763	33.86467066	7.73695061	15.43591938	10.55544651	85.93860365	8.255798098	10.74438293	6.114001431	11.42909979	11.02174746	107.6797892	43.8130913	13.64170835	6.045929382	10.27064822
PDCD1	103.8732743	124.685259	153.2622842	128.5338061	122.4494002	277.5988266	130.6987203	149.0261337	234.7672258	153.8622347	114.2409952	134.5949207	133.0710845	130.332615	95.2768144	105.4403669	2598.761593	263.9482706	208.0893621	111.798525	122.1858671	223.7380224
PDCD1LG2	17.24705732	11.81520376	14.01790012	22.01108215	12.92033658	22.62515879	15.10593558	11.03474465	14.41666747	12.8049967	55.0450855	448.8743703	343.4394084	9.979746792	18.43935219	12.20918656	8.147551977	75.96003159	15.66812358	116.3739956	813.7897771	72.1116222
PDE6C	0.972464723	3.751282949	4.556478651	14.89875645	2.387820415	2.18143109	21.41944377	6.212037366	1.658857567	1.934003663	3.190692616	2.992189132	3.505149256	8.281616068	1.119174869	1.479085222	6.606824787	1.646250183	6.317187616	1.993538338	10.57243953	46.47392838
PDK1	32.80967907	24.86674344	25.63097887	32.92518869	37.96319899	43.65251141	518.4525497	121.1522918	170.8986502	231.2949243	126.8741645	131.2576257	121.9445976	23.67746813	30.15639337	1399.416902	117.2961766	486.7488725	23.37025579	96.83583568	22.47364617	571.5173059
PGLYRP1	18.90822468	23.3446173	13.97992365	99.27421716	30.4274162	1587.726613	9.789026033	15.62904812	16.08395924	9.957040446	13.38044445	12.64904623	15.47869427	237.8880314	262.4990034	20.11347878	19.77039029	12.62509239	16.07793448	11.05128893	16.05671329	752.182952
PIK3IP1	2462.087898	1132.15121	647.7544918	1203.06945	322.6103849	545.6500777	5090.528151	4353.539533	461.309405	5245.606657	249.271088	209.4648222	1631.804333	557.4000388	310.2471426	728.3720212	2315.263539	4814.01712	1330.849657	295.0789727	259.7420759	780.1455706
PKD2L2	9.70690203	6.77668278	13.39656756	10.97872887	7.924164041	62.5622821	52.06339581	11.46263134	23.12217296	18.90534167	9.864099442	12.7431858	20.11347878	160.8584776	48.32066723	24.81718933	6.039291579	47.37634103	47.67860232	5.885376139	14.50853995	259.9512623
PLA1A	35.62073897	28.11928425	59.35576681	25.1394749	12.84867382	26.03523647	16.45891984	7.843078446	14.26798853	16.1139255	26.2500019	2799.769624	14.40398388	48.99703525	43.37084455	15.15649598	19.93877192	16.46804088	31.59116116	38.04099365	647.1074354	53.1551885
PLA2G7	100.7324553	79.06118962	1290.202807	73.09936856	50.30565877	59.09237491	12.76669965	36.51263796	39.26542516	24.31875779	10066.60469	1679.064856	1569.463396	1067.947829	980.107544	69.94065389	37.60063067	108.8451808	178.7417662	5706.822398	5086.100024	43.5153618
PLCH2	31.91347153	14.44424591	47.06577352	152.093623	132.3765006	101.4466056	169.1927281	136.8549573	42.93384847	26.92691404	31.4082709	44.50406981	29.6256784	36.2777495	74.7391603	32.27097928	176.0842582	981.1482044	71.66407227	18.7750035	30.87091818	102.882811
PLEKHF1	39.92144865	32.66376393	45.53332862	1513.840196	982.2000845	50.11176168	341.0076265	508.7385617	485.6449165	884.5112502	292.5202514	73.43952307	33.49248832	73.36688598	281.0035199	301.5187063	919.8846228	373.2850334	1042.95957	40.58425981	34.5707663	61.66664344
PLEKHG3	11.39071505	10.80558704	417.6498993	855.4915686	317.7910043	1603.250854	76.73435744	559.7419793	106.6290931	293.5247521	137.0428414	590.7969437	180.2721835	204.7763582	37.68321735	11.07886417	26.01377304	17.7528531	927.8029843	25.67875771	21.42126529	1449.679742
PMCH	12.39999002	10.5949733	9.49164333	6.727160344	11.09025115	13.42857679	12.96669349	14.81798486	138.142275	7.056096164	8.822055734	6.066370195	7.417755579	10.02000176	32.33716932	16.56020185	9.800664188	9232.536023	19.44909386	9.763369734	11.88490948	10.81046055
PNOC	4198.527432	4255.796399	230.8474814	65.36645851	78.13755037	269.3613294	64.69325183	65.69416471	83.02319643	88.67789621	93.57509016	42.98994774	92.99539565	62.52678004	105.3515894	3031.838783	22.1078749	82.8028802	192.0353994	68.46161307	98.82686845	156.274342
PPBP	112.7304414	89.83852158	80.46672814	37.90535113	17.49572851	564.5799005	65.62156196	58.2388091	20.89581929	61.67249965	3754.147483	230.1459177	292.9918215	78.2133217	1402.0838	166.6443042	63.64624142	117.7291809	476.6620695	91.22599046	211.9393609	52.02064599
PPFIBP1	68.77420162	10.81398033	24.45704984	21.69814253	9.753147704	12.05579356	45.86348711	26.78347553	19.75629479	40.76620059	36.42488944	6.90617027	11.4758086	44.20420842	30.45109048	17.04707726	5.459102119	41.78961635	11.9742	218.6205764	76.72712856	8.539653683
PRF1	201.9573668	236.1351207	142.7487889	26164.60132	27164.52012	422.6697907	847.8104385	2130.073632	1288.368436	8182.518825	88.71604457	55.13574502	23.15489547	346.3646077	285.2205902	213.4124783	953.5011061	1643.00791	15440.12701	67.86490889	103.9210768	268.3717602
PRG2	98.84281244	125.3109437	117.086355	70.81916153	82.7123624	59.65270386	107.0290453	139.1010495	165.4537351	126.6467707	103.3752118	295.678865	263.6529152	19061.38442	20880.60329	157.5298559	35.31282708	68.52536924	16.54700608	85.47893602	89.83062765	189.2703998
PRR5L	114.4648121	191.9719939	109.1297143	1048.389642	1138.959696	183.3709267	88.78052856	230.07536	127.9674477	302.0175264	36.07946691	74.93090365	109.0856459	335.8228197	374.2790764	14.28013525	56.48122719	70.06950907	758.3736527	12.1948795	77.23080779	432.931894
PSG2	1541.92252	1234.841312	170.0696655	148.4491223	136.1349156	553.4992818	109.5312437	214.8615441	99.13536849	157.1462452	156.9681652	95.30143834	126.992246	80.50482289	42.86988631	423.0944463	80.92660206	294.2433074	352.7444825	116.270557	146.2605667	61.87660914
PTGDR	84.74897834	75.93103964	36.25887091	1627.918557	2044.535858	79.20265559	59.43850829	135.8294143	56.51547019	549.7297474	25.25504861	40.98318506	26.78347553	21.23770371	29.11895968	34.61104034	38.93185048	36.94548042	407.8586616	32.57760806	29.80079173	137.7868425
PTGER2	47.37880726	20.49640288	1154.310555	2983.001501	5770.127086	183.6977894	258.841965	4236.414392	1056.864994	2260.804067	619.1628375	170.3953887	1754.337137	460.4294121	892.0718245	21.50099156	14.85589132	2608.201318	2957.932915	584.1241872	826.8557439	501.0228289
PTGIR	32.06615205	21.65542661	482.8617503	31.06375629	30.86641388	47.10622736	233.2462403	59.60491785	161.002021	46.51032228	37.79124289	1832.0701	1096.655917	196.2521481	113.9045242	30.36307028	24.85041048	1296.620335	31.97751482	27.40247852	1333.258674	26.61063961
PTPRCAP	4113.169696	4036.430692	35.76573661	3602.345527	3305.985414	40.98388057	1887.920817	4607.979618	1493.347557	4378.93295	26.30209546	18.44492663	30.51218687	42.2402032	16.45954984	905.8167534	5576.724303	3413.915859	1703.230685	29.6087852	51.69649463	351.6052781
PTPRG	106.5825021	96.88881184	6.373268195	8.39063172	5.598819437	109.6278029	4.273621867	3.949271467	12.60267124	3.798829584	9.600273699	31.75264764	4.706761986	9.872674744	2.978201507	84.32615296	12.98839722	154.7918901	67.01744049	8.931399029	18.24345684	2.992900342
PVRIG	874.708657	1156.813644	99.88281165	4533.058778	4025.406714	357.6545327	2515.245009	1786.799569	818.4743673	3978.913368	68.65638518	20.76445065	113.3694758	87.81532271	17.22725976	303.2499758	3927.763769	2477.585452	4095.753219	57.36224685	96.69210326	164.3468784
QPCT	15.58990295	25.78610834	1499.926054	69.39293926	48.52460385	3236.166445	3.411622987	22.22269743	65.08699055	24.03521349	2646.756425	113.8352122	1278.360026	235.9062116	247.8655529	2273.276543	2.011800929	12.20302577	22.4979037	1578.799624	420.5800847	38.67780446
RAB27B	7.831610308	10.49747881	6.931516995	91.19546276	82.18072015	8.590150366	23.27195892	35.43354856	10.79075018	25.25617138	6.062575043	13.50066477	31.34081799	907.9390023	649.7572478	11.65755142	22.51380495	68.21956759	40.13993426	13.5363234	29.73319865	28.80815534
RALGPS2	1597.105013	1305.477004	44.85995177	54.56356691	32.54129812	109.4299419	40.25707294	23.42229647	36.80214677	57.02675161	27.2457713	22.03161941	63.44359344	44.08881457	47.56182701	112.819143	28.21199417	98.90129916	85.48154309	37.70351551	39.5414463	56.92763722
RASA3	10.56154776	24.23500243	93.34350756	212.7904928	65.33110512	19.42649153	156.4816454	327.8466714	24.57422621	270.9813064	21.36443032	14.43114488	115.9404818	15.37212197	19.09834122	13.14017301	71.22892237	79.60826141	68.96792103	17.29897036	12.32264713	26.66449652
RASGRP2	5911.213148	5135.507838	759.9791832	1363.762146	256.5379971	1260.173261	4016.523813	2855.39049	121.3399664	2427.952654	41.20902217	120.6402118	102.0421756	281.323554	209.5925636	68.81156687	169.5987981	1173.438292	997.1942031	65.88033568	130.5735306	1547.788877
RASGRP3	458.3600431	575.4533742	11.43917669	15.51147933	19.07768435	15.89265608	28.79489939	13.66874699	13.74179096	16.2266408	735.0103013	552.0344178	1320.702754	57.22500728	90.18575257	3254.10232	15.84342427	93.14886581	16.02504949	986.0715173	1037.512659	77.00158662
RASSF4	22.67712362	18.66101906	672.1035142	228.5281547	146.1955683	33.77387846	29.25535072	19.66949919	23.48774462	22.98193781	591.6261482	3036.440707	560.785394	39.53020938	30.91340781	15.11794931	25.7630517	67.82146858	20.64721465	657.8411955	2481.685967	15.57730018
RCAN3	46.66611859	40.66450557	41.68337282	7.23560514	25.01169532	5.269930927	219.6437293	566.9862725	193.0935915	155.029818	54.98818208	37.60063067	28.67150516	6.230147517	35.07280711	41.29948278	28.81247015	332.6704532	28.35364012	30.55512091	106.6270408	10.99141575
REN	63.75570668	51.28033369	31.44891199	26.14898837	26.42631865	43.29342529	76.81339366	42.47010982	37.29867542	30.74953796	30.59695762	29.94374704	26.03111393	87.85793968	51.61065942	391.9641115	35.79486574	74.05101213	25.63374355	25.36954972	25.18446444	33.52436889
RENBP	53.60553688	41.69053434	215.0882638	20.43861955	34.34525827	77.08759041	37.11302941	34.34525827	40.61494394	45.59103269	433.0934113	777.7696598	1584.310866	101.6442499	192.9259608	23.15489547	18.33363903	33.37503878	37.66459052	205.9372141	113.6596094	306.3902752
REPS2	40.36292074	27.95271373	153.2877211	16.00616409	21.71773363	1345.638366	12.08950821	18.95216894	8.288872254	13.88756297	14.49580783	9.789026033	171.2308983	108.2496101	19.0519557	23.92087663	18.57128353	22.28002508	19.43901612	46.40358284	43.11555986	735.5721017
RGS1	180.1991847	246.271589	64.44174947	147.0419785	255.510178	111.3503483	215.6731441	1496.611591	1321.498692	646.7216655	147.1485549	184.9939733	63.8234625	507.2404796	474.484624	742.0017818	1981.049393	1384.645326	110.3073506	62.10361148	3515.825678	6082.807012
RGS13	71.26574474	70.49121711	18.73599553	36.27118978	29.94374704	19.83442204	11.20330491	22.22269743	7.843078446	26.92097022	9.041316875	5.136655175	3.828607749	2908.942653	3857.995451	269.9126854	7.972776848	27.72115697	60.00992468	4.083493393	34.67367816	1591.017083
RNASE2	186.4718703	164.907335	3614.28076	663.0545505	230.07536	672.1905923	156.1334939	98.76355416	102.5188931	216.8731189	144.2292522	407.2225704	677.7138981	1975.141115	2222.694963	350.7677573	83.75974388	107.0530669	600.512299	143.2632325	145.7209604	6527.495415
RNASE6	1799.683549	1157.232625	4038.448716	84.58792101	14.36766267	2002.128163	28.13135229	64.4438491	8.863552717	17.05134667	2527.65046	306.1693936	5075.103934	681.3654348	506.4674568	2281.114952	22.17275389	11.37316837	777.2554078	8418.335804	853.6151668	144.0092188
RPL10L	36.038732	70.34302342	95.70491339	91.27669248	98.92836489	13.6945175	328.0740952	588.7015627	346.9414841	321.3503467	57.31550918	53.34937988	70.33336588	182.7339103	140.7121505	311.314882	160.244989	144.4448434	184.4753417	26.98167014	75.52316136	24.82149691
RPL3P7	76.85048537	379.4864795	109.4607889	256.6761145	55.10360905	142.5383492	4477.729529	3370.859953	1067.780098	1290.949662	25.67577369	39.64729475	31.93512985	459.1784166	252.4467177	1151.460639	2289.139001	1429.669295	649.1975723	20.79837075	74.47742389	266.1820622
RRP12	12.81515335	12.57253314	288.3451691	20.59701131	75.44491958	274.0937737	10.26293695	14.31729413	378.7293568	10.83222373	98.84973377	11.72814867	14.51466222	26.91471649	173.3527607	546.1354514	17.27184239	28.96853799	9.389333103	35.49710568	11.84870047	930.2305857
RRP9	9.544532505	16.3321486	36.13230183	53.29234769	186.6021403	9.945088387	116.4244851	49.53085908	524.2815539	92.36151715	164.9509697	183.1808863	91.16319084	110.6197466	173.3669546	17.54854083	82.56301801	21.61705767	72.63989178	29.29745433	16.43308988	45.90579476
RSAD2	215.2283477	211.2148732	334.986335	300.3481477	666.8036659	713.3593658	230.6806713	222.8577454	149.4255108	164.1021811	78.8723585	6976.481671	140.1673526	399.4351209	312.6203522	215.5173489	101.6083258	852.5910812	390.7076696	115.74094	7545.527873	1070.378854
RYR1	108.5578105	115.9141217	128.5919034	38.11141231	76.73435744	199.9238732	13.31038127	134.9186388	161.9808797	134.6786684	205.7970663	72.99488239	102.3003102	15.79705542	55.48825404	61.53204161	214.1715785	1289.511214	142.5812776	117.1694825	105.5402507	75.75195307
S100A12	190.663133	205.6096122	11149.65069	1088.208915	220.6263312	8781.768452	122.0464109	78.96882194	77.60907212	103.0892269	143.0161359	258.3004281	123.701236	1054.174516	976.5083429	206.614297	114.3269206	93.856191	2375.556565	132.8315959	138.8702312	374.4516108
S1PR5	7.997120003	7.027494673	6.788452669	587.6581174	175.6975199	9.352910216	8.45170015	6.547727883	6.843334165	41.04900098	9.800628668	6.633637977	6.433693872	8.974214161	9.124929522	7.65617701	8.886630463	5.615635204	13.06706142	6.920113656	7.668039292	8.09184729
SAMSN1	197.0884279	441.9005895	1412.29406	1266.566015	2876.602126	1654.100485	609.2761383	1660.128114	2859.409338	794.816235	645.6886884	5090.528151	3133.89778	6327.078194	4360.895256	574.9216874	577.4007393	1973.849465	1571.696585	2070.552906	7507.176097	11409.47833
SCN9A	7.11928632	7.905938062	6.128985193	11.24582219	10.59412632	15.23819177	20.4393522	6.409332909	6.276977095	5.599396915	6.720861612	111.6046467	88.10035668	61.22511339	108.6710445	8.439383107	22.14183418	39.74988474	56.53456409	304.8088511	6.084883035	17.76010304
SEC31B	64.80136266	51.08175979	136.5478618	248.3195373	30.97425375	40.56722012	539.2656032	63.79022174	23.57209837	423.4721951	33.18258928	58.5085105	492.0692023	207.472637	231.1663064	101.2389769	163.9010445	1073.503244	58.50379417	38.33774434	29.75143595	179.5015829
SELL	11102.0298	8002.61479	7242.740165	5741.494585	1590.659482	13724.93946	9805.46284	7104.510327	2531.49842	7418.862396	103.9204555	234.1716363	287.2191393	353.9899758	288.7165574	376.9049927	4188.175594	5165.445456	10585.56882	121.953751	137.3301011	3001.389383
5-Sep	10.89927471	18.06590222	16.50408571	19.49414625	22.41199796	25.73609401	56.7692406	37.98662268	43.47348792	13.1121548	14.40167057	27.46127525	14.79336806	23.98393978	23.25211628	52.73721382	15.39081454	256.754317	93.46696057	14.32019206	25.86887464	35.94016466
8-Sep	27.7175438	22.87983558	15.62108755	26.97577912	67.28417387	21.77777366	35.00087493	35.93880485	272.6170427	31.02782537	27.18926965	183.0663448	72.01025469	417.7817187	267.4681455	37.65356333	126.6447075	33.16765019	30.19637375	34.66782519	19.83223519	24.51115472
SERGEF	15.69138202	11.98596801	20.42165917	64.18194259	41.5765162	16.74391215	264.2358173	28.58789254	16.22879037	63.60787074	24.06055832	113.6054513	103.0111836	88.98322459	39.40617951	11.09025115	189.1431751	15.82118936	17.27020744	16.8397593	19.0610534	19.49842933
SH2D1A	30.86641388	23.74579306	18.41801556	1296.002366	844.7081417	41.8750989	910.0374967	1354.892078	1484.478664	1249.210018	17.33796088	17.53465103	11.39071505	22.17158328	43.95158903	17.02062149	2984.358981	2057.444392	1522.337958	16.51251838	27.6285163	29.31150533
