CD56NK	CD4MemoryT	CD19B	CD14
V1	0.73637	0	0.13171	0.13193
V2	0.249	0	0.07832	0.67268
V3	0.22692	0.6223	0.04109	0.10969
V4	1	0	0	0
V5	0.25934	0.4701	0.27056	0
V6	0.21111	0.76627	0.02262	0
V7	0.31799	0.32655	0.12058	0.23488
V8	0.23338	0.07161	0.69501	0
V9	0.43597	0.15727	0.05993	0.34683
V10	0.11087	0.10103	0.78811	0
V11	0.31258	0.34613	0.34129	0
V12	0.13361	0.5592	0.30719	0
V13	0.38885	0.61115	0	0
V14	0.20159	0.79669	0.00171	0
V15	0.28241	0.56522	0.15237	0
V16	1	0	0	0
V17	0.22387	0.76295	0.01318	0
V18	0.70429	0.29281	0.00289	0
V19	0.29102	0.70898	0	0
V20	0.35816	0.43649	0.0376	0.16775
V21	0.23554	0.10421	0.66025	0
V22	0.05289	0	0.33525	0.61186
V23	0.4809	0.03214	0.48696	0
V24	1	0	0	0
V25	0.54828	0.17882	0.15281	0.1201
V26	0.58669	0.34705	0.0165	0.04976
V27	0.11054	0	0.01827	0.87119
V28	0.09015	0.12649	0.78336	0
V29	0.55308	0.01251	0.43441	0
V30	0.23406	0.17486	0.35698	0.23411
V31	0.37145	0.14262	0.34773	0.13819
V32	0.04548	0	0.01253	0.942
V33	0.17049	0.49534	0.33417	0
V34	0.23408	0.09044	0.67548	0
V35	0.2879	0.6445	0.06759	0
V36	0.0524	0	0.6235	0.3241
V37	0.76714	0	0.08032	0.15254
V38	0.59765	0	0.1506	0.25175
V39	0.32059	0.5328	0.14661	0
V40	0.22223	0.72218	0.0556	0
V41	0.1685	0.67291	0.09191	0.06668
V42	0.34416	0	0.24562	0.41022
V43	0.2365	0.34316	0.42034	0
V44	0.12715	0.11272	0.73755	0.02258
V45	0.23542	0.5573	0.20728	0
V46	0.95225	0	0.04775	0
V47	0.56692	0.16396	0.26913	0
V48	0.95048	0.04952	0	0
V49	0.91901	0.08099	0	0
V50	0.19526	0.73863	0.06611	0
V51	0.42704	0.36894	0.20402	0
V52	0.12688	0.16694	0.70618	0
V53	0.86593	0.05013	0.08394	0
V54	0.52684	0.17305	0.30011	0
V55	0.38747	0.03528	0.31381	0.26344
V56	0	0	0.10385	0.89615
V57	0.23189	0.75285	0.01526	0
V58	0.82789	0	0	0.17211
V59	0.5626	0.36241	0.07499	0
V60	0.28266	0.08758	0.41209	0.21767
V61	1	0	0	0
V62	1	0	0	0
V63	0.15005	0.74158	0.10837	0
V64	0.16024	0.80928	0.03047	0
V65	0	0	0.08813	0.91187
