CD56NK	CD4MemoryT	CD19B	CD14
V1	0.16199	0.01464	0.18347	0.6399
V2	0.02024	0.05104	0.02297	0.90575
V3	0.01222	0.4854	0.00686	0.49552
V4	0.53789	0.32438	0.00086	0.13687
V5	0.02636	0.44208	0.20964	0.32191
V6	0.02079	0.90025	0.02066	0.0583
V7	0.02555	0.27831	0.05582	0.64032
V8	0.0427	0.00068	0.86074	0.09588
V9	0.03817	0.17579	0.02256	0.76347
V10	0.00582	0	0.86176	0.13242
V11	0.06431	0.43506	0.4771	0.02354
V12	0.008	0.60877	0.34233	0.0409
V13	0.08026	0.84636	0.00601	0.06737
V14	0.01831	0.95733	0.00531	0.01904
V15	0.02728	0.55439	0.1018	0.31654
V16	0.60235	0.1461	0.05761	0.19394
V17	0.02354	0.90519	0.01269	0.05858
V18	0.22215	0.56244	0.06776	0.14764
V19	0.04505	0.9079	0.00552	0.04152
V20	0.02921	0.3679	0.0125	0.59039
V21	0.04227	0.04438	0.81819	0.09516
V22	0.00225	0.04809	0.10038	0.84928
V23	0.14272	0.04551	0.78179	0.02998
V24	0.76679	0.12807	0.10016	0.00498
V25	0.07968	0.2368	0.11456	0.56896
V26	0.10077	0.42338	0.01864	0.45721
V27	0.01205	0.02616	0.00394	0.95784
V28	9e-05	0.01208	0.98768	0.00015
V29	0.16356	0.03102	0.68671	0.11871
V30	0.02061	0.16669	0.19439	0.61831
V31	0.04214	0.17056	0.23865	0.54865
V32	0.00899	0.01063	0.00821	0.97217
V33	0.01301	0.47406	0.30588	0.20705
V34	0.04251	0.02123	0.84057	0.09569
V35	0.04554	0.78714	0.08336	0.08396
V36	0.0013	0.0177	0.3105	0.6705
V37	0.15025	0.08341	0.09774	0.6686
V38	0.10387	0.00315	0.15452	0.73846
V39	0.03963	0.54598	0.11464	0.29975
V40	0.02827	0.89726	0.07447	0
V41	0.00144	0.5358	0.03225	0.43052
V42	0.03696	0.01909	0.13538	0.80857
V43	0.03931	0.37513	0.49639	0.08917
V44	0.00478	0.0515	0.59644	0.34728
V45	0.02564	0.58389	0.1945	0.19597
V46	0.48144	0.19619	0.27656	0.04582
V47	0.15738	0.27063	0.40629	0.1657
V48	0.44631	0.41598	0.01466	0.12305
V49	0.3182	0.35956	0	0.32224
V50	0.01896	0.88153	0.08035	0.01916
V51	0.09622	0.5146	0.2901	0.09908
V52	0.00894	0.09796	0.80539	0.08772
V53	0.3983	0.28886	0.31038	0.00246
V54	0.1538	0.27845	0.48265	0.0851
V55	0.04207	0.10643	0.1844	0.6671
V56	0.00487	0.00542	0.03437	0.95534
V57	0.02705	0.91203	0.02145	0.03947
V58	0.19347	0.01636	0.04719	0.74298
V59	0.146	0.56393	0.13596	0.15411
V60	0.02731	0.12548	0.25171	0.5955
V61	0.39351	0.22895	0.02466	0.35288
V62	0.60065	0.12028	0.17924	0.09984
V63	0.00482	0.82985	0.10898	0.05635
V64	0.00169	0.74194	0	0.25636
V65	0.00054	0.00082	0.03817	0.96047
V66	0.05862	0.75248	0.02052	0.16838
V67	0.0471	0.37636	0.5285	0.04804
V68	0.02326	0.09416	0.00971	0.87288
V69	0.00829	0.31151	0.55461	0.12559
V70	0.17889	0.212	0.22577	0.38334
V71	0.03402	0.05545	0.29855	0.61198
V72	0.17922	0.2143	0.11556	0.49091
V73	0.03949	0.62895	0.13101	0.20055
V74	0.01906	0.23694	0.74398	3e-05
V75	0.30707	0.01341	0.31387	0.36564
V76	0	0.10122	0.09662	0.80216
V77	0.00599	0.18008	0.00019	0.81374
V78	0.06723	0.10452	0.15501	0.67324
V79	0.00254	0.07913	0.71415	0.20419
V80	0.11194	0.01322	0.61282	0.26203
V81	0.01907	0.1636	0.79479	0.02254
V82	2e-05	0.04525	0.9321	0.02263
V83	0.01971	0.11394	0.04072	0.82563
V84	0.09237	0.04391	0.14479	0.71893
V85	0.02631	0.28932	0.33114	0.35323
V86	0.01547	0.03021	0.8405	0.11382
V87	0.00945	0.79256	0.04903	0.14896
V88	0.02834	0.04014	0.17982	0.7517
V89	0.00222	0.00477	0.09915	0.89386
V90	0.00747	0.90218	0.05256	0.03778
V91	0.01001	0.74236	0.17045	0.07718
V92	0.14125	0.02503	0.44587	0.38785
V93	0.47803	0.05679	0	0.46519
V94	0.00268	0.29922	0.00977	0.68832
V95	0.06529	0.45302	0.15027	0.33142
V96	0.01023	0.05653	0.00895	0.92429
V97	0.34508	0.22519	0.3899	0.03983
V98	0.32242	0.605	0	0.07258
V99	0.48736	0.12952	0.33666	0.04647
V100	0.02578	0.00989	0.89385	0.07048
V101	0.00051	0.01111	0	0.98838
V102	0.67277	0.19492	0.0224	0.10991
V103	0.00058	0.0206	0.03914	0.93969
V104	0.00744	0.96895	0.00515	0.01846
V105	0.01564	0.95245	0.01313	0.01878
V106	0.03413	0.55076	0.30828	0.10682
V107	0.05529	0.22584	0.57754	0.14133
V108	0.04372	0.86009	0.09619	0
V109	0.00426	0.12687	0.43621	0.43267
V110	0.01559	0.89044	0.03645	0.05751
V111	0.69839	0.03525	0.20793	0.05843
V112	0.0278	0.04613	0.33384	0.59223
V113	0.0311	0.07409	0.11387	0.78095
V114	0.03782	0.03143	0.04892	0.88183
V115	0.00227	0.77455	0.20437	0.01881
V116	0.03304	0.29442	0.31235	0.36019
V117	0.2943	0.4767	0.06376	0.16525
V118	0.03468	0.52731	0.02984	0.40817
V119	0.01614	0.04536	0.02319	0.91532
V120	0.02581	0.05688	0.86998	0.04733
V121	0.18392	0.17734	0.11643	0.52231
V122	0.763	0.06786	0.04881	0.12033
V123	0.0011	0.37118	0.02761	0.60011
V124	0.26943	0.51268	0	0.21789
V125	0.12721	0.57653	0.21753	0.07873
V126	0.00548	0.08502	0.02242	0.88709
V127	0.02724	0.03199	0.16717	0.77361
V128	0.00345	0.00541	0.04811	0.94302
V129	0.23443	0.39377	0.24554	0.12625
V130	0.00237	0.68055	0.29804	0.01904
V131	0.00681	0.83179	0	0.1614
V132	0.69303	0.05764	0.08713	0.1622
V133	0.65948	0.08054	0.15188	0.1081
V134	0.02232	0.32432	0.09565	0.55772
V135	0.01176	0.01013	0.0916	0.88651
V136	0.04922	0.36086	0.00796	0.58196
V137	0.28147	0.0689	0.3848	0.26483
V138	0.04865	0.39383	0.15553	0.402
V139	0.0855	0.21248	0.17993	0.52209
V140	0.00342	0.04669	0.02073	0.92917
V141	0.01659	0.12923	0.41232	0.44187
V142	0.50245	0.02402	0.47044	0.00309
V143	0.11345	0.28792	0.06881	0.52982
V144	0.02924	0.11921	0.11576	0.73579
V145	0	0.77833	0.20302	0.01865
V146	0.00611	0.00587	0.00847	0.97954
V147	0.60419	0.09754	0.05741	0.24086
V148	0.03018	0.05984	0.4658	0.44419
V149	0.08109	0.65043	0.2445	0.02399
V150	0.02632	0.24851	0.53215	0.19302
V151	0.0512	0.63491	0.03407	0.27981
V152	0.0633	0.48664	0.21439	0.23567
V153	0.02611	0.7163	0.01758	0.24001
V154	0.07231	0.54925	0.28456	0.09388
V155	0.15606	0.19682	0.34413	0.30299
V156	0.01044	0.12509	0.58317	0.2813
V157	0.07499	0.15642	0.28141	0.48718
V158	0.00051	0.00119	0.00449	0.9938
V159	0.53932	0.19747	0.00045	0.26276
V160	0.23394	0.01998	0.08614	0.65994
V161	0.02991	0.00698	0.01452	0.9486
V162	0.01229	0.20409	0.04826	0.73536
V163	0.0219	0.42436	0.13171	0.42203
V164	0.08164	0.31362	0.09775	0.507
V165	8e-04	0.16545	0	0.83375
V166	0.00066	0.05478	0.03177	0.91279
V167	0.06108	0.00299	0.00124	0.93469
V168	0.08074	0.67163	0.08821	0.15941
