CD56NK	CD4MemoryT	CD19B	CD14
V1	0.55831	0	0.13377	0.30791
V2	0.13432	0.04041	0.03275	0.79252
V3	0.05548	0.54424	0.00712	0.39315
V4	0.90087	0.07478	1e-05	0.02434
V5	0.12045	0.42096	0.24237	0.21623
V6	0.08724	0.8669	0.01648	0.02938
V7	0.14495	0.27571	0.06496	0.51439
V8	0.1522	0.00061	0.80376	0.04342
V9	0.23356	0.15928	0.02398	0.58318
V10	0.01704	0.00142	0.91071	0.07083
V11	0.25073	0.3148	0.42795	0.00652
V12	0.02698	0.57737	0.37699	0.01867
V13	0.31198	0.65665	0.00366	0.02771
V14	0.07828	0.90861	0.00507	0.00805
V15	0.13084	0.54848	0.10916	0.21152
V16	0.93464	0.01823	0.0139	0.03323
V17	0.09951	0.86181	0.00931	0.02937
V18	0.63735	0.2835	0.03256	0.04659
V19	0.18744	0.79068	0.00379	0.01809
V20	0.17124	0.37733	0.01211	0.43932
V21	0.15238	0.02044	0.78366	0.04352
V22	0.01331	0.04338	0.16251	0.7808
V23	0.44173	0.01311	0.53841	0.00675
V24	0.96455	0.01202	0.02344	0
V25	0.36591	0.16369	0.10732	0.36307
V26	0.42652	0.30954	0.01223	0.25171
V27	0.08415	0.02035	0.0097	0.88579
V28	0.00255	0.01656	0.9797	0.00119
V29	0.49691	0.00512	0.45957	0.03841
V30	0.09922	0.14132	0.24296	0.5165
V31	0.2171	0.12407	0.26506	0.39376
V32	0.06455	0.00374	0.0184	0.91331
V33	0.04655	0.45984	0.3576	0.13602
V34	0.15156	0.00852	0.7964	0.04352
V35	0.19148	0.69527	0.07221	0.04104
V36	0.00546	0.00841	0.41652	0.56961
V37	0.55599	0.0313	0.07384	0.33887
V38	0.41995	0	0.13286	0.44719
V39	0.18635	0.51209	0.11792	0.18363
V40	0.11593	0.81486	0.06921	0
V41	0.0066	0.61186	0.03361	0.34793
V42	0.21414	0.00459	0.16506	0.61621
V43	0.15365	0.29588	0.50739	0.04308
V44	0.01457	0.03353	0.72552	0.22638
V45	0.11077	0.55831	0.2109	0.12002
V46	0.85541	0.03849	0.10057	0.00554
V47	0.5179	0.1296	0.29147	0.06103
V48	0.84981	0.12248	0.00365	0.02406
V49	0.77157	0.13334	0	0.0951
V50	0.07633	0.83878	0.07783	0.00706
V51	0.36898	0.34877	0.24227	0.03998
V52	0.02679	0.06383	0.86383	0.04554
V53	0.78982	0.08065	0.12954	0
V54	0.49382	0.13516	0.34351	0.02751
V55	0.21756	0.06808	0.2048	0.50956
V56	0.0344	0	0.05888	0.90672
V57	0.11303	0.85198	0.01673	0.01825
V58	0.62814	0	0.02831	0.34355
V59	0.49609	0.34987	0.09347	0.06057
V60	0.13349	0.08818	0.29169	0.48664
V61	0.83885	0.06014	0.00756	0.09345
V62	0.91844	0.01278	0.05395	0.01483
V63	0.01786	0.83909	0.11326	0.02979
V64	0.00805	0.81951	0	0.17244
V65	0.00878	0	0.07014	0.92108
V66	0.24843	0.6501	0.01445	0.08702
V67	0.1836	0.28562	0.51278	0.018
V68	0.14565	0.08386	0.01264	0.75786
V69	0.02568	0.26867	0.63563	0.07002
V70	0.59974	0.09271	0.15602	0.15152
V71	0.16759	0.02934	0.3314	0.47166
V72	0.61997	0.09661	0.07683	0.20659
V73	0.17502	0.57798	0.12978	0.11723
V74	0.06627	0.18724	0.74634	0.00015
V75	0.73755	0	0.15806	0.10439
V76	0	0.1059	0.14672	0.74738
V77	0.03118	0.21157	0.00245	0.7548
V78	0.31439	0.05954	0.15368	0.4724
V79	0.00633	0.05294	0.81793	0.1228
V80	0.39771	0	0.49417	0.10812
V81	0.06505	0.11686	0.80996	0.00813
V82	0.00101	0.03347	0.95544	0.01008
V83	0.1252	0.10952	0.05429	0.71098
V84	0.3984	0.01475	0.12998	0.45687
V85	0.12056	0.25438	0.39339	0.23167
V86	0.05029	0.01704	0.87561	0.05707
V87	0.03649	0.82612	0.04623	0.09116
V88	0.16125	0.02209	0.22509	0.59158
V89	0.01413	0	0.15972	0.82615
V90	0.02851	0.90267	0.04994	0.01888
V91	0.03693	0.73717	0.18283	0.04307
V92	0.49732	0.00233	0.3376	0.16275
V93	0.88912	0.0028	0	0.10808
V94	0.01382	0.35882	0.01249	0.61488
V95	0.29347	0.37059	0.14278	0.19315
V96	0.06119	0.05119	0.01464	0.87298
V97	0.75307	0.06143	0.17975	0.00575
V98	0.73938	0.24476	0	0.01586
V99	0.85103	0.01985	0.12352	0.00559
V100	0.08971	0.00515	0.87316	0.03197
V101	0.0124	0.00951	0.00402	0.97407
V102	0.95305	0.02723	0.00421	0.01551
V103	0.0079	0.01518	0.06787	0.90904
V104	0.03151	0.95511	0.00509	0.00829
V105	0.06565	0.91564	0.01086	0.00785
V106	0.13816	0.48531	0.32172	0.05481
V107	0.22442	0.14495	0.56341	0.06722
V108	0.18013	0.73394	0.08593	0
V109	0.0138	0.10104	0.57188	0.31328
V110	0.06254	0.877	0.0308	0.02966
V111	0.93837	0	0.05536	0.00627
V112	0.1307	0.02413	0.38329	0.46187
V113	0.18717	0.05254	0.1424	0.61789
V114	0.23243	0.01522	0.0598	0.69255
V115	0.00849	0.76018	0.22396	0.00737
V116	0.15939	0.25162	0.35908	0.22992
V117	0.73807	0.19125	0.02548	0.04519
V118	0.17917	0.51228	0.02632	0.28223
V119	0.10222	0.03573	0.03418	0.82787
V120	0.08963	0.03322	0.85691	0.02025
V121	0.63593	0.07214	0.07596	0.21598
V122	0.97482	0.00026	0.00944	0.01548
V123	0.00612	0.4303	0.03307	0.53052
V124	0.70657	0.22766	0	0.06577
V125	0.45284	0.36042	0.15942	0.02732
V126	0.03068	0.08925	0.03457	0.8455
V127	0.15909	0.01628	0.21358	0.61105
V128	0.02354	0	0.08228	0.89417
V129	0.65111	0.17119	0.14071	0.03699
V130	0.00784	0.65532	0.32956	0.00729
V131	0.02708	0.87224	0	0.10068
V132	0.95641	0	0.01988	0.02371
V133	0.94169	0.00326	0.03997	0.01508
V134	0.11243	0.31313	0.11297	0.46146
V135	0.06901	0.00155	0.14103	0.78841
V136	0.25594	0.32008	0.00671	0.41727
V137	0.70282	0.01149	0.20905	0.07664
V138	0.23779	0.33608	0.16157	0.26457
V139	0.38787	0.13881	0.17028	0.30303
V140	0.02272	0.04549	0.03645	0.89533
V141	0.06685	0.09895	0.52096	0.31324
V142	0.82889	0	0.17111	0
V143	0.46701	0.18908	0.05395	0.28997
V144	0.16456	0.09184	0.13746	0.60613
V145	0.00107	0.76818	0.22325	0.0075
V146	0.04579	0	0.01935	0.93486
V147	0.9372	0.00695	0.01376	0.04209
V148	0.14042	0.03335	0.54876	0.27748
V149	0.31126	0.47624	0.20628	0.00622
V150	0.09932	0.19035	0.59957	0.11076
V151	0.2346	0.57398	0.02707	0.16435
V152	0.27361	0.39179	0.20495	0.12965
