CD56NK	CD4MemoryT	CD19B	CD14
V1	0.54537	0	0.14562	0.30902
V2	0.13146	0.04519	0.03496	0.78838
V3	0.0528	0.5614	0.00747	0.37833
V4	0.89272	0.08222	0	0.02506
V5	0.11245	0.43093	0.25031	0.20631
V6	0.08057	0.8738	0.01727	0.02836
V7	0.13924	0.29059	0.06874	0.50144
V8	0.14099	0.00044	0.81721	0.04136
V9	0.22645	0.17132	0.02602	0.57621
V10	0.01587	0.0013	0.91613	0.06671
V11	0.23308	0.3215	0.43899	0.00643
V12	0.02505	0.57705	0.3801	0.01779
V13	0.29297	0.67618	0.00367	0.02718
V14	0.07203	0.91506	0.00484	0.00807
V15	0.1227	0.56176	0.11329	0.20224
V16	0.92964	0.02045	0.01565	0.03426
V17	0.09206	0.86957	0.00999	0.02838
V18	0.61585	0.30205	0.03553	0.04658
V19	0.17452	0.80388	0.00384	0.01776
V20	0.16348	0.39561	0.01305	0.42787
V21	0.14114	0.02133	0.79614	0.04139
V22	0.01361	0.04763	0.17187	0.76688
V23	0.41818	0.01389	0.56125	0.00668
V24	0.96104	0.01307	0.02589	0
V25	0.35246	0.17569	0.11462	0.35722
V26	0.40988	0.32834	0.01341	0.24837
V27	0.08266	0.0233	0.00988	0.88416
V28	0.00206	0.01576	0.98106	0.00113
V29	0.47307	0.00558	0.48363	0.03771
V30	0.09506	0.15008	0.25455	0.50031
V31	0.20687	0.13204	0.27846	0.38264
V32	0.06351	0.00541	0.01877	0.91231
V33	0.04358	0.46409	0.36387	0.12845
V34	0.14036	0.00891	0.80934	0.04139
V35	0.17806	0.7075	0.07495	0.03949
V36	0.00563	0.0099	0.43405	0.55042
V37	0.54356	0.03534	0.08082	0.34028
V38	0.40967	0	0.14389	0.44643
V39	0.17477	0.52632	0.12265	0.17625
V40	0.10715	0.822	0.07085	0
V41	0.00625	0.62617	0.03525	0.33234
V42	0.20813	0.00623	0.17641	0.60923
V43	0.14211	0.30055	0.5164	0.04094
V44	0.01386	0.03488	0.73727	0.21399
V45	0.10262	0.56676	0.2166	0.11402
V46	0.84144	0.04245	0.11034	0.00576
V47	0.49383	0.13791	0.30823	0.06003
V48	0.83747	0.1339	0.00394	0.02468
V49	0.7578	0.14573	0	0.09647
V50	0.07032	0.8432	0.07939	0.00709
V51	0.3474	0.36125	0.25246	0.03888
V52	0.02501	0.06509	0.86707	0.04283
V53	0.77238	0.08723	0.14039	0
V54	0.46887	0.14288	0.36122	0.02703
V55	0.20976	0.07416	0.21708	0.49899
V56	0.03412	9e-05	0.06259	0.9032
V57	0.10473	0.85999	0.01748	0.01781
V58	0.61949	0	0.03137	0.34914
V59	0.47293	0.36749	0.09986	0.05972
V60	0.12774	0.09454	0.30594	0.47179
V61	0.82911	0.06693	0.00848	0.09549
V62	0.91062	0.01443	0.05964	0.01531
V63	0.0162	0.84013	0.11521	0.02847
V64	0.0072	0.8285	0	0.1643
V65	0.00911	0	0.07415	0.91674
V66	0.23305	0.66747	0.01536	0.08412
V67	0.16972	0.29048	0.52253	0.01727
V68	0.14207	0.09161	0.0134	0.75292
V69	0.02411	0.27056	0.6396	0.06573
V70	0.57988	0.10093	0.16835	0.15084
V71	0.16046	0.03233	0.34814	0.45907
V72	0.60323	0.10586	0.08387	0.20704
V73	0.16315	0.59036	0.13433	0.11215
V74	0.06078	0.18822	0.75069	0.00032
V75	0.72186	0	0.17267	0.10547
