1-DEC	1.58617	1.16217	1.03126	0.715068	1.29967	1.04908
1-MAR	116.42	107.339	53.1602	49.4455	32.4496	39.1643
1-SEP	11.2596	16.4907	20.9696	20.248	19.7528	18.3973
10-MAR	0.160638	1.94297	0.204132	0.771884	0.245397	0.41003
10-SEP	25.2909	19.7305	28.0205	28.3123	31.2979	27.9562
11-MAR	0.0	0.0	0.219646	0.0	0.0	0.0
11-SEP	56.5921	48.1303	54.3106	50.2654	58.5985	37.8081
12-SEP	0.147845	0.333066	0.291315	0.25916	0.347666	0.0
14-SEP	1.92246	1.71229	5.07127	1.26463	2.48125	1.25871
2-MAR	24.6794	36.0422	29.6776	32.7128	25.7077	28.9941
2-SEP	448.384	370.408	325.293	328.103	324.514	313.691
3-MAR	3.69389	4.87463	5.60105	4.35483	11.6053	8.93786
3-SEP	0.684341	0.722578	0.652795	1.23749	1.20707	0.643164
4-MAR	0.021598	0.0	0.036628	0.021541	0.051871	0.0
4-SEP	0.481235	0.410143	1.06719	0.896523	1.34361	0.539598
5-MAR	48.7749	41.8965	57.3004	45.8707	50.681	44.7561
5-SEP	0.235765	0.377144	1.50547	0.353128	1.38336	0.543291
6-MAR	121.679	91.186	139.942	131.454	171.376	125.824
6-SEP	48.1872	52.3483	32.9151	40.8125	40.7282	40.1631
7-MAR	145.781	135.783	123.901	140.505	146.672	135.511
7-SEP	210.144	185.967	207.315	150.781	154.346	159.467
8-MAR	17.3939	15.6353	16.5459	16.3674	20.6206	20.6673
8-SEP	16.2239	15.2159	21.3078	19.8528	25.2673	21.5561
9-MAR	7.95669	7.32894	9.61252	9.19993	12.0661	12.49
9-SEP	106.951	130.684	158.065	154.411	167.015	149.316
A1BG	3.10657	3.65197	4.30501	5.55855	6.76676	4.68661
A1CF	0.035921	0.076593	0.028624	0.088205	0.112937	0.070554
A2M	112.354	109.073	42.0123	42.3659	39.111	43.5288
A2ML1	0.865189	0.772524	0.811486	0.488787	1.14091	0.563414
A4GALT	0.099656	0.210595	0.474751	1.00141	0.441642	0.602052
A4GNT	0.143981	0.091869	0.08061	0.0	0.090061	0.125291
AAAS	22.0438	24.5362	36.6984	29.9354	30.4708	27.1679
AACS	21.3618	21.2222	27.7214	26.3447	37.6542	27.7152
AADAC	1.40963	0.832877	0.829865	1.00495	1.13833	1.84043
AADACL2	0.053443	0.0	0.074069	0.088087	0.018248	0.071192
AADACL3	0.113183	0.013611	0.052727	0.012579	0.013762	0.040972
AADACL4	0.098467	0.104727	0.091913	0.0	0.068418	0.035716
AADACP1	0.859035	0.83937	0.242466	0.852071	0.458551	0.471251
AADAT	5.70397	3.8763	6.75111	7.1289	7.22584	9.24
AAED1	35.9658	29.431	22.8181	22.656	20.4471	26.2255
AAGAB	56.3031	50.0624	43.8806	50.4362	54.2817	53.3291
AAK1	18.7011	19.8725	12.9253	13.157	34.3993	12.7585
AAMDC	30.885	38.0376	35.4695	40.7141	42.9349	33.3398
AAMP	46.5271	70.5862	99.3198	101.853	98.8813	92.4943
AANAT	0.453375	0.348763	0.24451	0.321613	0.314316	0.331439
AAR2	20.2813	22.9126	26.1778	29.8018	28.9197	27.0701
AARD	1.77304	2.22552	4.51942	3.50653	3.99594	4.08968
AARS	46.0178	47.1587	84.8657	78.8834	76.5457	53.8999
AARS2	6.10609	7.74133	14.2626	13.0019	14.1144	12.1975
AARSD1	21.0697	25.3186	30.1783	29.084	28.2685	27.6413
AASDH	12.6617	11.2751	9.71357	10.7033	10.0072	9.54774
AASDHPPT	46.3817	40.542	40.4014	45.5787	39.8862	45.364
AASS	0.91591	1.21729	0.961539	0.693392	1.80768	1.91568
AATF	16.6227	13.3925	10.3483	11.2608	13.4449	43.8178
AATK	1.20043	3.34843	3.53031	3.12813	2.77297	3.93166
ABAT	5.98011	6.49571	4.04434	3.48031	7.07563	4.8352
ABCA1	128.178	131.1	61.4614	54.0025	57.8031	64.6845
ABCA10	0.817942	0.562079	0.552879	0.429102	0.674656	0.409261
ABCA11P	3.0304	2.67805	2.93146	2.72904	3.68996	2.12319
ABCA12	0.185564	0.257801	1.02704	0.438237	1.06677	0.352408
ABCA13	0.572138	0.497458	0.454257	0.364093	0.708319	0.736433
ABCA17P	0.939145	1.0785	1.50178	1.13796	1.96238	1.25466
ABCA2	3.37458	4.86699	12.091	4.22315	6.72887	5.36172
ABCA3	0.655564	0.834041	2.15306	1.55428	1.01456	1.92034
ABCA4	1.1759	2.40917	4.80342	2.36841	5.05229	3.54395
ABCA5	9.0543	11.3477	8.30362	5.26426	13.6795	7.95337
ABCA6	3.81582	3.62949	2.63986	1.77561	2.65564	2.19724
ABCA7	5.31493	8.47068	12.0077	7.58179	12.2011	9.41232
ABCA8	2.19034	1.04668	1.09084	1.2683	1.82135	2.23042
ABCA9	3.95694	4.2374	3.46275	2.38419	5.07966	3.99508
ABCB1	4.57354	4.21272	3.90698	4.13062	4.92804	4.10699
ABCB10	21.1621	19.0947	17.7598	19.4236	20.0758	19.2344
ABCB11	0.019998	0.021254	0.0	0.034735	0.0	0.043424
ABCB4	1.47537	2.13663	4.07158	1.22111	1.17696	1.66141
ABCB5	0.79481	0.700231	1.40738	1.37693	2.64462	1.42954
ABCB6	7.86795	10.4361	16.4077	19.4853	17.0809	16.2557
ABCB7	19.8236	20.2877	20.2628	15.7037	15.3191	13.7416
ABCB8	6.0649	8.59312	11.7292	14.4004	13.4325	9.69244
ABCB9	3.12808	3.45833	4.15086	4.42975	5.46916	3.50891
ABCC1	10.8387	11.3671	20.8677	17.6121	32.2636	23.3685
ABCC10	19.6513	20.3163	27.4182	23.5815	28.3915	25.5791
ABCC11	0.269562	0.015137	0.261001	0.119414	0.762996	0.195089
ABCC12	0.0	0.0	0.0	0.122706	0.0	0.070019
ABCC13	0.487643	0.48119	0.714318	0.806717	0.657288	0.575137
ABCC2	1.79191	4.13255	1.38818	1.54744	3.43027	2.93779
ABCC3	10.5958	11.7767	8.37934	5.34097	13.1471	9.01504
ABCC4	21.4564	17.0747	19.9278	20.5561	25.7567	19.4039
ABCC5	28.5727	24.7096	19.447	13.0848	17.1303	13.8378
ABCC6	2.08657	1.64695	1.5479	2.23531	2.43385	1.73721
ABCC6P2	0.0	0.236941	0.311021	0.0	0.0	0.0
ABCC8	0.0	0.0	0.243671	0.225896	0.213057	0.0
ABCC9	2.53103	2.26176	1.27997	1.32885	3.63988	1.8126
ABCD1	4.91832	6.69134	14.9721	14.3309	14.4748	10.7707
ABCD2	2.09587	2.20677	1.62157	1.89806	1.52844	1.75414
ABCD3	54.8755	51.345	55.1893	65.5586	60.7328	63.2822
ABCD4	21.7724	25.7216	28.3155	32.59	34.9314	29.2183
ABCE1	148.575	130.077	145.161	139.074	128.8	125.765
ABCF1	25.5143	30.5418	31.3596	25.2033	28.4518	32.2146
ABCF2	39.2206	37.4067	59.4683	47.7145	45.1698	43.8956
ABCF3	32.4562	35.6088	49.3068	40.8695	49.3781	44.5587
ABCG1	17.5807	21.5392	14.4386	12.5037	20.0143	17.8116
ABCG2	0.95899	0.509177	0.657021	0.832375	0.769765	1.49799
ABCG4	0.0	0.013294	1.07376	0.140634	0.0	0.042022
ABCG5	0.263972	0.237407	0.236858	0.257907	0.244797	0.231487
ABCG8	0.0	0.01963	0.0	0.0	0.038524	0.04013
ABHD1	2.22858	2.61632	3.79151	2.82124	3.12772	1.85885
ABHD10	27.4506	26.861	19.4052	22.0954	18.7738	21.325
ABHD11	30.314	39.4278	86.3395	92.1481	93.1313	82.2058
ABHD12	73.1957	84.5185	78.3067	78.9014	70.6633	61.0197
ABHD12B	10.0736	10.0606	6.66955	9.09283	13.9067	17.0418
ABHD13	16.9511	14.0949	10.9056	13.0561	12.0103	12.2283
ABHD14A	5.71007	8.003	10.5144	12.8819	11.4328	10.7585
ABHD14B	10.5489	13.5821	12.6329	15.1502	13.3421	14.1517
ABHD15	9.86861	10.2407	9.24158	11.3454	12.0091	9.81403
ABHD16A	5.508	6.58808	5.73709	5.42527	4.74034	4.75548
ABHD16B	1.56596	1.83383	2.71454	2.01056	1.64865	1.90118
ABHD17A	2.67243	3.77691	7.88455	6.44838	5.92814	6.23421
ABHD17B	20.591	18.6	20.8287	19.5293	16.4692	17.6978
ABHD17C	8.40902	8.86309	16.3828	13.9243	14.6534	11.325
ABHD18	17.527	16.9646	8.86938	11.5777	10.8284	12.4697
ABHD2	63.8337	73.6553	72.5135	67.677	111.531	75.0309
ABHD3	102.802	90.1293	77.0223	84.6071	78.3463	81.5194
ABHD4	8.35678	10.2388	31.8503	10.6885	20.727	13.4851
ABHD5	36.2057	40.0784	35.5391	35.0232	55.801	54.1579
ABHD6	9.51474	12.3065	8.19387	6.89444	8.28031	8.51066
ABHD8	1.31535	2.04781	2.83034	2.85691	2.30867	1.45627
ABI1	122.751	117.03	103.692	96.3745	84.5866	103.596
ABI2	13.7874	14.8343	20.1057	13.7172	17.992	13.1555
ABI3	9.22854	11.289	7.24018	8.66474	5.74957	5.88398
ABI3BP	5.61508	4.74112	4.49511	3.57341	19.7805	6.7318
ABL1	33.8987	34.0266	20.9268	22.3594	33.5726	20.9768
ABL2	21.163	18.6228	17.2463	16.7883	20.7182	16.1249
ABLIM1	24.5115	25.7489	34.4848	36.323	60.3863	37.3451
ABLIM2	0.470694	1.05153	0.41561	0.735512	2.08198	1.72681
ABLIM3	4.82837	5.50716	5.24447	3.55797	4.22825	3.27232
ABO	0.333179	0.426107	0.213812	0.250718	0.630152	0.246083
ABR	8.592	12.9461	10.6249	9.56716	12.9958	9.19163
ABRA	0.143029	0.249357	0.174985	0.127637	0.338826	0.116996
ABRACL	282.889	273.892	243.31	289.828	231.466	293.498
ABT1	11.7969	13.1397	18.3802	22.3699	18.982	18.849
ABTB1	3.48933	6.89947	11.3198	8.92129	12.0398	12.6581
ABTB2	1.50871	1.52225	4.54181	4.78275	9.80834	6.49799
ACAA1	35.1628	46.0642	56.8339	48.3385	61.4497	51.0573
ACAA2	125.396	111.405	85.7261	102.092	94.0017	98.2779
ACACA	16.5053	14.9972	15.241	13.2058	21.2801	14.3248
ACACB	7.14464	7.32946	7.94244	4.59755	8.33816	5.89824
ACAD10	16.504	16.0985	18.0401	13.2172	16.945	16.0074
ACAD11	12.2247	13.8979	9.13672	6.65391	11.4684	10.0613
ACAD8	15.7861	17.0423	18.6584	17.0205	17.9562	17.8988
ACAD9	23.8779	25.964	35.1563	33.2154	35.1667	29.1173
ACADL	0.870366	0.204432	2.2521	0.568487	0.361768	0.259119
ACADM	81.3842	67.7265	57.0637	64.1041	53.8085	63.2201
ACADS	2.27456	3.85674	8.01562	6.3155	4.33403	4.29277
ACADSB	12.9436	11.1403	7.56614	7.75692	9.97059	8.34252
ACADVL	252.434	352.819	589.078	431.083	442.487	450.698
ACAN	0.293419	0.340344	0.37017	0.373636	1.70727	0.72012
ACAP1	22.5531	29.4509	40.684	32.2038	44.3198	39.6207
ACAP2	121.081	102.754	150.244	78.451	94.5408	91.2798
ACAP3	5.22744	9.73836	21.8433	14.3301	14.8842	13.6375
ACAT1	72.009	63.0298	66.6219	52.2634	43.4049	48.348
ACAT2	61.1107	54.6734	78.1962	97.3602	92.773	83.4351
