CD56NK	CD4MemoryT	CD19B	CD14
V1	0.54787	0	0.10192	0.35021
V2	0.10583	0.01518	0.01578	0.86321
V3	0.03922	0.52729	0.00019	0.43331
V4	0.91879	0.05801	0.00031	0.02289
V5	0.09386	0.43086	0.21417	0.26111
V6	0.06882	0.90071	0.00732	0.02314
V7	0.11106	0.24845	0.03657	0.60392
V8	0.13973	0.00011	0.81354	0.04662
V9	0.209	0.12424	0.00815	0.6586
V10	0.01085	0.00017	0.91356	0.07541
V11	0.25718	0.32402	0.4188	0
V12	0.01871	0.61866	0.35209	0.01054
V13	0.30251	0.67396	0.0013	0.02222
V14	0.06321	0.93023	0.00301	0.00356
V15	0.10215	0.57182	0.0788	0.24723
V16	0.9484	0.01072	0.00779	0.03309
V17	0.08115	0.89189	0.00366	0.02329
V18	0.67289	0.26557	0.0158	0.04575
V19	0.17407	0.81211	0.00124	0.01258
V20	0.14234	0.35276	0.00164	0.50325
V21	0.13824	0.01198	0.80407	0.0457
V22	0.00365	0.01867	0.12482	0.85286
V23	0.46677	0.00847	0.51998	0.00477
V24	0.9726	0.01059	0.01556	0.00125
V25	0.35826	0.13021	0.07623	0.4353
V26	0.42385	0.28524	0.00328	0.28764
V27	0.0628	0.00365	0.00292	0.93063
V28	0.00493	0.01727	0.97774	6e-05
V29	0.52795	0.00255	0.43	0.03951
V30	0.07122	0.10486	0.20431	0.61962
V31	0.19775	0.09141	0.22845	0.48239
V32	0.04391	0	0.00921	0.94688
V33	0.02993	0.4785	0.33544	0.15614
V34	0.13566	0.00425	0.81477	0.04533
V35	0.17601	0.74096	0.04586	0.03717
V36	0.00054	0	0.35738	0.64208
V37	0.54997	0.01415	0.04536	0.39052
V38	0.39761	0	0.10023	0.50216
V39	0.16497	0.53526	0.08682	0.21296
V40	0.10281	0.84461	0.05258	0
V41	0.00448	0.59823	0.01423	0.38305
V42	0.18858	0	0.12757	0.68385
V43	0.13839	0.30382	0.51582	0.04197
V44	0.00669	0.0214	0.70721	0.2647
V45	0.08696	0.59602	0.18357	0.13345
V46	0.88863	0.02605	0.08134	0.00399
V47	0.56278	0.1039	0.26903	0.06428
V48	0.87762	0.09924	0.00166	0.02147
V49	0.79342	0.10739	0	0.09919
V50	0.06069	0.88111	0.05709	0.00111
V51	0.38751	0.35322	0.22205	0.03722
V52	0.01686	0.04663	0.88957	0.04694
V53	0.81994	0.06688	0.11319	0
V54	0.53979	0.11109	0.32424	0.02489
V55	0.19399	0.03617	0.16583	0.60401
V56	0.02152	0	0.03821	0.94027
V57	0.0956	0.88526	0.0074	0.01174
