CD56NK	CD4MemoryT	CD19B	CD14
V1	0.08549	0.03612	0.14615	0.73224
V2	0.00864	0.05021	0.01516	0.92599
V3	0.00612	0.42085	0.00504	0.56798
V4	0.3655	0.42893	6e-04	0.20498
V5	0.01379	0.40938	0.17538	0.40145
V6	0.01219	0.88796	0.01938	0.08047
V7	0.01186	0.24268	0.04284	0.70263
V8	0.02697	0.00793	0.82769	0.13741
V9	0.01736	0.15371	0.01629	0.81263
V10	0.00363	0.00195	0.80843	0.18599
V11	0.03952	0.46466	0.46081	0.03501
V12	0.00475	0.61643	0.32044	0.05839
V13	0.04843	0.85272	0.00566	0.09319
V14	0.01089	0.95738	0.00485	0.02687
V15	0.01412	0.50601	0.08584	0.39404
V16	0.40224	0.24804	0.05973	0.28999
V17	0.01384	0.89359	0.01188	0.08068
V18	0.13804	0.59464	0.06443	0.2029
V19	0.02704	0.90976	0.00518	0.05802
V20	0.0133	0.31296	0.009	0.66475
V21	0.02641	0.05613	0.78198	0.13549
V22	0.00072	0.0464	0.06925	0.88363
V23	0.09351	0.07106	0.78895	0.04649
V24	0.59589	0.28001	0.11812	0.00598
V25	0.04053	0.22166	0.09183	0.64598
V26	0.05398	0.38742	0.01503	0.54357
V27	0.00498	0.03021	0.00158	0.96324
V28	4e-05	0.01299	0.98697	0
V29	0.10306	0.05762	0.66963	0.16969
V30	0.01025	0.15453	0.15498	0.68024
V31	0.0211	0.16155	0.19211	0.62524
V32	0.00358	0.01815	0.00437	0.9739
V33	0.00743	0.45577	0.26889	0.26791
V34	0.02667	0.03133	0.80529	0.13671
V35	0.0271	0.78069	0.07763	0.11458
V36	0.00045	0.02208	0.24356	0.7339
V37	0.07803	0.09431	0.07633	0.75133
V38	0.05497	0.0178	0.12441	0.80282
V39	0.02127	0.50293	0.09711	0.3787
V40	0.0173	0.91179	0.07091	0
V41	0.00044	0.46772	0.02617	0.50566
V42	0.01717	0.02681	0.10143	0.85458
V43	0.0236	0.38895	0.46412	0.12334
V44	0.0026	0.05506	0.50028	0.44205
V45	0.01436	0.55831	0.17152	0.25581
V46	0.33859	0.29502	0.29322	0.07316
V47	0.09493	0.29932	0.37993	0.22583
V48	0.29579	0.50786	0.01504	0.18131
V49	0.18904	0.38942	0	0.42154
V50	0.01136	0.88547	0.07572	0.02746
V51	0.05762	0.5361	0.27038	0.1359
V52	0.00563	0.10684	0.76386	0.12367
V53	0.27581	0.3918	0.32977	0.00263
V54	0.09637	0.31463	0.46691	0.12209
V55	0.0207	0.10446	0.14683	0.728
V56	0.00182	0.01423	0.0222	0.96176
V57	0.01615	0.90862	0.02026	0.05497
V58	0.10078	0.04016	0.03681	0.82225
V59	0.08908	0.57773	0.12563	0.20756
V60	0.01364	0.12238	0.20665	0.65732
V61	0.23899	0.27444	0.02255	0.46402
V62	0.42299	0.22702	0.19163	0.15836
V63	0.00263	0.8187	0.10116	0.07751
V64	6e-04	0.67313	0	0.32627
V65	0	0.00987	0.02447	0.96566
V66	0.03391	0.72491	0.01867	0.22251
V67	0.02905	0.39684	0.50382	0.07029
V68	0.01034	0.08482	0.00637	0.89847
V69	0.00496	0.31534	0.50795	0.17174
V70	0.09826	0.22229	0.1907	0.48876
V71	0.01718	0.05976	0.24632	0.67673
V72	0.0938	0.21692	0.0939	0.59537
V73	0.02195	0.59991	0.11632	0.26182
V74	0.0124	0.25669	0.73091	0
V75	0.18072	0.05323	0.28045	0.4856
V76	0	0.08808	0.06995	0.84197
V77	0.0026	0.15014	0	0.84726
V78	0.03428	0.10552	0.12441	0.73579
V79	0.00147	0.08399	0.64126	0.27328
V80	0.06511	0.03088	0.55028	0.35373
V81	0.01236	0.17868	0.77504	0.03392
V82	0	0.04971	0.9166	0.03369
V83	0.00849	0.0999	0.02885	0.86276
V84	0.04792	0.05405	0.11608	0.78195
V85	0.01369	0.27062	0.27344	0.44225
V86	0.0098	0.03694	0.79186	0.16139
V87	0.0052	0.75299	0.04425	0.19756
V88	0.01274	0.04441	0.13382	0.80903
V89	0.00071	0.01263	0.06826	0.91841
V90	0.00423	0.89376	0.04926	0.05274
V91	0.00575	0.7324	0.15731	0.10454
V92	0.07739	0.04545	0.3807	0.49647
V93	0.28313	0.11378	0	0.60309
V94	0.00101	0.25199	0.00679	0.74021
V95	0.03511	0.4239	0.1268	0.41419
V96	0.0044	0.05339	0.00543	0.93678
V97	0.23411	0.30123	0.40209	0.06257
V98	0.20853	0.6841	0	0.10736
V99	0.34543	0.2208	0.35886	0.07492
V100	0.01662	0.01606	0.86454	0.10278
V101	0	0.01669	0	0.98331
V102	0.47294	0.32794	0.02489	0.17423
