Gene	naive_B_cell	memory_B_cell	CD14_positive_monocyte	CD16_positive_monocyte	CD56dim_natural_killer_cell	CD56bright_natural_killer_cell	neutrophil	CD4_positive_alpha_beta_T_cell	CD8_positive_alpha_beta_T_cell	macrophage_m0	macrophage_m1	macrophage_m2	MAST_cell	basophil	eosinophil	gamma_delta_T_cell	hematopoietic_progenitor	myeloid_dendritic_cell	plasma_cell	plasmacytoid_dendritic_cell
CYCS	174.877141	171.661704	85.024898	69.670673	316.594289	66.271033	36.090458	102.71569	187.028383	47.783333	56.353643	70.424246	504.802701	65.092153	66.856591	243.60242	170.507962	90.503664	740.951679	59.640194
CYP2B6	24.002427	21.695622	14.465404	14.2729	15.967332	23.697391	23.306083	16.022079	16.217212	13.67097	12.781531	12.631178	14.007638	13.717394	31.57583	17.429364	10.786277	17.315538	15.447268	83.52908
CYP4F3	13.211515	12.26801	22.859065	16.165463	14.215874	16.258431	436.972626	17.060781	12.555771	30.990101	14.912731	10.663558	16.834858	22.116717	30.582641	21.778317	10.252162	15.556113	16.121749	34.570002
CYSLTR1	62.696306	70.703984	43.04724	110.022691	43.070907	52.017352	114.474511	61.87981	17.884805	32.629856	47.664642	52.269631	8.086258	59.155337	106.108401	19.308747	44.604992	43.02547	13.564897	51.979469
DEFB1	15.85577	14.86633	29.626283	18.631206	7.824831	22.357502	26.420433	16.828594	18.92852	18.808461	51.553472	16.54388	18.423184	14.971695	15.760137	14.845846	17.824098	21.330674	18.331029	25.39655
DENND3	122.082299	82.497604	92.179323	205.55953	98.672076	84.547777	229.285195	45.521992	42.42021	77.262886	75.596479	51.239597	19.772619	233.791663	138.468581	70.361414	58.295198	87.466751	102.726409	17.925736
DPYD	41.31205	27.529723	164.620296	100.81192	111.485818	68.720788	80.145092	77.805686	51.216994	58.041228	136.567867	160.421642	24.72869	99.292965	30.037551	61.26238	36.664939	57.577131	23.139342	12.47481
DUSP4	21.672845	47.247464	20.883177	12.002503	31.825232	37.935514	17.338771	58.781883	47.964588	30.528881	15.619161	15.879018	190.317891	11.366143	18.076967	214.321345	16.696045	46.156369	33.720886	24.696569
DYSF	17.916096	16.851556	201.021304	108.329447	28.236303	63.866364	379.775274	31.615759	33.270041	52.355498	81.318775	62.847265	33.236475	29.932711	26.068118	32.74992	54.151693	35.459917	34.100251	28.837453
EDN1	19.660713	19.198749	25.924463	30.131908	18.994356	22.589797	66.101402	21.871776	19.558493	29.670454	222.128369	41.451488	24.817184	24.753405	21.727922	18.799815	22.742854	23.24531	25.419699	48.469946
EIF1	751.330607	665.30152	521.026033	1362.369181	1474.136332	282.291808	352.830168	864.034787	1022.237841	634.956606	1127.387628	1147.809467	230.780802	2161.609855	444.297134	461.222315	622.950343	1023.566342	771.087621	93.686189
ELSPBP1	22.364995	18.853636	25.968094	24.752986	14.746629	19.969675	29.211031	21.97999	18.034465	43.186317	12.417795	9.097566	68.749457	8.246014	23.023037	25.385235	17.575447	13.609451	35.296909	40.753061
EMILIN2	27.885576	29.109089	139.409747	355.185526	51.981707	40.949439	69.961435	61.412505	42.844104	345.678358	559.149007	596.840208	20.50288	743.473537	31.529158	20.555003	62.29866	372.092373	23.247792	137.162376
ESPL1	35.621669	40.295605	36.545005	29.303013	18.480801	32.245329	43.94898	34.830767	34.335502	52.533312	51.749194	49.855105	75.429808	32.152919	23.028551	138.285903	98.466765	34.061248	44.36953	81.540094
EVL	312.391545	172.887292	109.13191	576.524598	316.953743	344.946216	75.344029	483.668447	475.781528	200.462741	325.23282	792.525801	88.989318	430.966348	171.076922	329.151296	123.670857	272.520361	42.646416	77.817546
FARS2	65.40103	56.513473	43.707084	90.793658	37.886921	63.290498	30.869636	68.914937	57.636811	59.885768	71.502392	62.277517	34.557616	52.952856	18.443534	40.055371	83.512494	68.467627	43.634904	56.081439
FBLN1	16.976734	18.860737	18.292192	19.691254	17.404487	15.492982	22.543231	17.463396	16.267081	19.558474	14.403146	14.123767	19.279109	14.227635	14.334732	15.631388	18.240152	21.895584	25.847434	66.32335
FCHO1	70.914526	54.85744	43.851762	97.182089	33.063499	46.435793	78.987702	69.789043	54.160174	42.168069	52.11439	67.194768	38.841215	46.161756	27.032058	42.956814	42.891427	36.254707	23.610656	47.506037
FCN1	21.787275	19.610094	2067.532582	3371.826194	99.448547	64.369283	317.460406	111.866939	37.553064	195.243242	507.278422	357.450773	24.120477	66.061271	28.864214	18.164134	92.53501	197.351058	39.836752	16.977675
FGFR3	12.28824	12.570191	13.180813	10.834408	26.762199	16.416933	19.31677	16.162419	16.272528	19.38339	21.19645	20.901608	18.862601	19.996819	37.281805	12.853219	16.294162	22.984147	16.810976	87.797381
FGR	104.649324	104.504951	877.052251	1154.684171	321.316603	240.971666	561.176184	67.624494	85.707277	120.304119	230.896904	224.091163	48.795312	111.700557	429.902853	66.526925	80.554695	236.859471	23.665591	36.25112
FKBP11	55.700721	103.401989	54.570468	68.401751	306.667463	250.15149	68.067649	152.211549	232.518705	34.741754	56.984692	49.778436	40.362016	100.76462	26.103762	379.398492	146.051192	81.831097	1555.160221	59.767036
FLT4	23.786658	20.765077	17.96046	16.112125	25.110531	21.648399	21.260627	24.191876	26.111363	22.934279	9.057131	10.352679	13.356513	10.972373	16.273034	19.917417	16.505349	16.088052	12.449739	27.494317
FMO5	24.49877	18.66551	43.161465	35.327973	17.610998	31.199769	24.99456	20.204865	15.004662	20.980372	25.903274	24.73977	32.11041	42.953518	22.982766	12.841562	20.335915	17.765706	12.048665	21.914693
FST	17.267276	18.026083	21.66557	12.167238	19.551873	19.684031	21.746248	21.2463	20.417396	18.629089	38.960743	35.174874	81.760734	14.781261	27.452387	18.097018	19.822985	19.558616	26.534656	53.59626
FSTL1	16.362464	14.838668	18.201852	8.011585	14.06715	12.835584	26.101089	15.997448	15.896243	15.438538	16.63998	14.025324	25.682439	10.499863	21.787135	17.810511	49.661072	23.483603	27.329668	22.502408
FUT3	22.893138	19.720889	21.898105	19.468712	17.909157	20.196986	27.681772	18.161491	16.992344	33.817513	14.130251	15.878089	14.641978	10.935356	17.690901	17.439772	16.467799	16.487279	32.113936	182.626627
FXYD6	18.405069	15.08158	84.761281	41.871298	32.333692	20.821291	23.126228	23.40227	17.400945	66.6027	71.340161	36.164957	15.296915	9.8079	12.505777	11.878677	55.502971	27.041745	23.24116	58.104384
GAS7	37.722611	32.312944	130.035938	88.150715	71.710996	52.720346	102.087339	27.361018	28.704531	69.783085	43.743887	56.949024	50.482946	22.696179	35.875507	34.548216	33.64971	57.60123	28.912078	38.051811
GATA2	27.050548	26.179975	37.103108	23.380552	22.838553	23.477218	43.482529	24.502159	26.629983	41.457738	13.724963	11.863059	84.098123	900.911367	48.706473	29.923582	120.546577	17.321804	42.298317	26.747336
GBP1	52.161036	57.569303	150.021316	138.437625	137.688481	130.095455	201.597667	131.710815	168.876122	29.274124	896.719452	71.273239	54.195901	35.005964	38.549272	136.632477	52.603727	138.500843	23.081208	13.078728
GCH1	200.019374	217.044015	270.792589	293.785153	718.895789	216.029465	144.961999	132.164952	195.894377	19.631703	137.261667	19.51714	72.646875	70.494693	70.928375	815.916571	223.563816	73.215344	39.571637	39.532502
GFOD1	67.275333	83.586938	66.138759	159.471282	80.937017	185.503347	105.562692	44.015069	59.662193	116.702404	85.044203	121.400191	103.990678	57.267091	160.116748	76.987885	98.618027	66.510442	92.31199	39.945885
GIMAP4	14.041557	14.827053	522.160463	534.029196	337.511339	444.56507	263.691948	355.506703	328.98284	374.961474	396.81946	166.154557	11.123603	23.487746	22.412409	132.887497	58.666773	67.430307	11.93828	16.556839
GJB1	20.997149	24.605965	30.015277	27.628148	19.876419	19.699371	39.859078	20.903931	26.286771	29.38044	22.399595	24.052459	22.87567	16.636668	23.856582	22.486652	33.243446	21.830304	31.791088	213.207143
GLRA1	13.558534	13.93324	15.166097	20.196436	12.140234	19.584006	23.280585	17.164006	14.182857	24.132091	10.249014	10.443668	19.356577	14.804166	22.031826	15.132391	10.840141	14.734489	14.611734	19.197338
GLRX2	35.107398	64.639011	84.452757	85.067938	48.787271	66.580579	76.600643	53.767086	57.42815	55.291229	74.516652	72.304016	118.442526	52.973515	58.160128	204.529937	121.676609	80.13738	94.387842	39.429024
GP5	11.565432	10.949472	14.103162	14.313944	22.109563	19.512046	20.067106	24.114172	20.288377	23.206788	14.678909	13.01749	18.098578	18.335547	24.011092	10.719035	14.323664	16.38609	9.29982	154.033507
GPNMB	15.614886	17.934166	27.040729	20.356651	12.599216	19.051343	19.393755	16.545493	14.501967	1880.183133	1031.714985	1121.365578	54.276399	15.541153	35.348666	16.365124	23.565016	69.307786	40.071302	60.661349
HAGH	53.842077	77.059567	88.130321	231.808606	92.523692	80.105624	57.843314	115.823025	93.689656	175.662463	157.716157	156.487197	59.522553	139.214903	62.025118	100.290276	133.638795	143.626251	90.412432	148.199619
HAVCR1	15.58493	12.35896	12.057971	11.594233	41.25695	40.111924	19.427343	21.636825	16.299181	22.162559	7.744264	7.164532	13.995086	12.842186	15.236065	20.527861	7.030116	14.283591	12.650536	56.642103
HBD	17.806993	16.541631	19.509535	34.501615	19.721108	24.578242	44.863127	23.734381	22.113402	21.761301	12.990704	12.819894	65.820822	56.195458	22.107235	15.24598	840.540101	18.265638	73.915261	20.881345
HCK	35.754722	76.406628	727.568724	999.788034	47.054179	60.503185	514.004938	53.659232	20.389608	128.234269	534.413194	408.408765	39.718222	43.685149	322.205802	18.300718	87.910401	366.709755	24.331449	36.079905
HDC	23.601618	17.637835	31.881768	19.162643	16.123877	27.127695	46.039127	24.796713	24.495038	78.106872	10.868859	12.853772	484.893427	3422.912253	48.19807	24.751131	106.575639	18.679112	33.845556	30.522395
HGD	13.374143	15.276784	21.764685	23.854279	13.118471	19.719258	27.526832	19.745407	19.548229	26.33263	18.36491	19.06908	27.615324	35.21972	19.138882	13.736028	16.645711	25.176977	11.47898	203.450706
HIST1H2BC	91.291087	33.897274	18.985341	47.419829	44.68292	20.755259	180.135982	25.314548	19.787736	24.821783	27.25987	13.479764	18.692466	40.603297	37.406872	17.323576	18.278889	25.400616	53.035867	27.722947
HOMER2	26.335672	23.266305	21.46805	17.794576	29.061461	64.318128	26.77784	25.160899	19.989492	29.666534	17.154798	124.184142	48.383696	27.441687	34.404292	19.310325	24.757571	124.610359	57.09358	52.817474
HOXA2	13.522734	11.042029	11.833968	19.183159	28.72779	18.437065	20.838972	15.16855	11.651817	17.590281	14.93324	16.187071	11.262101	27.095303	22.938518	12.391566	12.258329	16.874585	7.918722	118.630015
HPSE	21.04585	21.434462	162.878282	105.480848	22.896864	34.505657	193.266305	47.030047	27.079763	42.474111	52.394734	33.544332	27.947431	20.864427	17.771237	39.595489	34.141937	27.302567	18.5874	24.433286
HTRA1	17.390777	14.545842	50.694798	15.546833	20.278295	25.37191	30.277245	24.02772	19.661655	183.756499	42.297892	38.709417	33.829642	13.654909	15.357269	18.952308	31.94672	23.095159	36.343247	36.104639
ICOS	9.474306	12.196635	16.203883	20.278164	15.99561	31.730773	18.150317	262.245996	128.269259	22.808016	22.677498	18.020203	12.077339	27.338154	12.314254	200.370155	12.964633	22.806301	7.751508	35.907581
IFI27	14.697428	17.935015	19.862613	22.343401	25.884517	19.698974	24.188624	32.863946	27.043975	27.624591	605.424453	34.217672	33.896487	9.527926	12.267625	14.402895	63.404976	46.981118	75.932387	139.424936
IFNB1	11.166496	9.678102	14.592769	10.048513	9.566131	11.366828	14.505132	13.428327	12.921871	12.837928	11.83225	8.995349	17.0403	8.624413	15.145539	8.501838	11.887008	17.575608	11.986694	133.039818
IFT20	113.317807	163.437988	168.150391	193.377523	209.293254	113.262742	112.783575	105.01949	119.701547	113.747613	42.159323	65.158177	66.637328	74.603872	154.822488	158.361323	235.195957	155.225032	205.164527	50.747772
IGFBP2	11.384084	11.417909	17.960182	17.079367	34.74784	16.066663	16.969163	18.530677	22.094068	31.938328	22.059862	27.932551	296.78959	16.944146	27.146805	11.291193	22.879347	16.900901	11.821183	25.652569
IL15RA	36.871237	49.435364	56.76373	48.668971	63.762283	50.594543	53.332249	38.653063	48.241205	17.091316	66.526337	17.317901	30.988632	20.676438	18.198432	96.812562	45.00771	29.448023	89.102437	37.626699
IL1R2	11.366631	12.169181	49.060908	30.616535	24.733597	15.439591	361.452109	22.148739	13.958117	46.77827	31.41673	54.540967	18.890596	20.736333	19.567624	15.536029	15.381256	143.568295	15.778735	21.965093
IL1RAP	21.603696	18.044712	28.877572	31.947233	41.135191	22.802365	143.446267	29.774862	22.77637	23.176908	24.928176	31.840664	40.770405	51.155381	58.617535	36.415524	30.680701	30.206743	9.801005	14.562264
IL1RL1	17.4362	15.897682	19.221628	17.257455	13.497412	22.133854	39.479091	16.823842	15.930234	19.009492	14.351084	14.039361	135.758388	149.926071	64.244359	19.398218	19.892654	20.539273	20.140929	24.592897
IL2RA	25.921181	60.591478	23.955659	17.289642	18.80791	43.377219	32.02635	83.576454	40.042	33.289339	68.765118	21.081191	29.117406	69.609079	23.85087	185.049826	18.403293	34.666593	18.652139	38.848381
IL32	16.332305	22.6351	21.181972	13.728248	86.14319	230.229917	26.279744	371.00708	547.367633	16.397308	69.334626	21.187101	46.31685	48.635219	20.637611	571.627151	22.35625	28.582425	16.182827	25.941113
IL4R	375.64061	77.747353	124.059611	103.219178	78.662099	79.876435	154.195343	133.460531	140.621534	143.97882	115.742221	117.996554	128.323977	98.602159	126.616843	142.96585	63.028144	87.586546	42.157546	61.198774
IL5RA	16.719945	19.119905	15.703347	17.233199	13.305044	19.365878	55.238337	16.809901	17.668185	22.960775	23.854369	22.964176	27.043188	105.209477	126.518973	13.190071	15.364423	24.666075	38.148993	23.24275
IL6ST	48.381224	35.431951	37.18355	15.955134	60.366498	27.414636	32.292755	66.958464	48.109168	28.894912	36.237525	34.355542	53.217849	12.631238	25.445839	35.01581	29.46056	30.160865	129.424717	30.560537
ING2	33.26759	41.271638	39.822784	88.872575	64.759352	44.226252	58.745403	53.466085	60.282687	63.481238	108.432819	121.012868	43.941227	116.454834	64.957805	37.039684	60.939224	83.529162	27.456181	27.280063
IRS1	34.698691	28.203657	16.843855	8.009778	13.25058	19.372087	18.620963	22.0623	23.278461	12.837163	13.367414	12.076048	14.649941	11.985749	20.503201	25.007422	12.577439	14.838423	29.189448	20.14548
JRKL	26.279413	33.231249	33.078076	18.707911	28.074684	38.095963	36.359727	36.414753	31.085672	24.924072	29.091427	28.107682	46.191043	28.037145	38.951935	40.868765	43.90836	20.179724	18.76812	68.188967
KCNJ15	17.606422	18.446702	43.18707	22.105727	21.863513	26.176201	218.971759	19.064352	16.519066	27.542389	19.471191	13.970518	28.884961	18.534581	23.500884	14.109581	14.987185	19.832268	24.176471	28.818263
KIF1A	23.672172	17.769338	13.622158	16.453778	22.691474	19.761297	21.839717	18.942263	19.100546	18.478314	10.596884	9.506352	11.63766	13.691011	20.345354	14.313712	14.447974	16.764938	14.588582	110.885997
KIF22	50.837653	57.807921	35.923948	80.975973	64.601764	42.837826	41.666582	83.774233	87.884556	32.71381	22.122568	20.208357	42.292233	176.891991	35.001255	76.855639	55.070107	76.32342	32.192351	23.384583
KIR3DL1	20.499599	16.680348	23.072414	25.487793	119.687631	227.978783	39.650258	24.635147	33.203056	26.289561	16.549378	14.907102	23.694336	21.726197	15.285888	81.156299	14.377425	17.34562	21.377296	30.894786
KLHL18	57.262093	63.693625	55.755279	110.794151	67.680813	43.176255	66.949115	44.977605	44.495634	80.866526	52.583207	51.647409	33.095235	79.696922	45.560048	45.284921	46.317655	43.961443	52.05471	30.832367
KLRC3	10.848924	12.402225	10.523502	10.135987	143.919387	241.222422	16.18972	12.754512	82.907986	10.127222	10.861977	9.579869	9.883228	10.237876	11.565515	86.492231	6.057088	13.727086	7.988661	16.488796
KLRD1	18.634457	21.637093	22.254326	24.500777	270.529164	331.256296	42.453891	28.65626	158.350244	16.189271	17.780829	14.694228	17.260585	15.519584	18.742484	215.328064	14.037461	17.099285	23.841347	13.787807
KLRF1	15.17427	16.985125	22.900955	36.996518	673.748957	565.693282	42.631888	25.039171	88.756659	18.881381	21.005789	25.999136	9.697763	42.711176	17.153272	41.081935	16.848788	21.951671	11.137692	26.331445
KRT19	9.490013	9.792627	10.13001	10.508263	16.277722	9.579039	13.958314	11.998656	11.572269	11.424393	9.873239	9.542035	171.021925	14.385653	12.11458	5.968737	11.460969	16.774696	6.556856	42.931564
KRT5	20.014564	16.177764	19.10683	16.587608	20.59448	15.27227	23.159041	17.731615	13.92686	19.298538	10.378597	10.101124	23.694485	8.197329	23.41757	13.817111	16.725955	14.407534	32.339282	76.129411
KSR1	19.534752	26.653087	29.754294	51.046701	39.833867	33.526259	36.795936	31.059512	32.204445	28.109128	23.544305	18.866856	23.312384	34.100962	210.080816	25.308691	30.474805	21.904454	23.545412	28.589347
LAIR1	169.391616	58.231114	134.234561	221.707595	66.851539	117.439577	70.558928	82.819746	78.873992	112.303839	413.762792	302.280213	88.562448	540.341422	69.799646	57.66523	124.715356	147.029479	40.742073	59.76154
LAMP3	14.404797	12.535688	33.458323	19.951349	14.424692	29.088037	59.876088	51.065599	33.739765	60.253661	133.221992	47.03768	19.815019	45.447058	50.525242	36.361113	13.943639	363.560224	127.041285	39.006018
LGALS13	17.066095	15.325265	14.806773	19.496024	8.742914	22.898256	22.332979	15.301019	14.385614	26.449833	21.46551	23.430003	13.123651	15.067145	15.266562	16.489305	15.554785	12.387322	19.493603	21.506837
LILRA4	58.68698	59.583381	29.126502	31.43404	30.575304	29.403595	38.705645	23.614922	26.710066	32.681869	33.753721	41.414371	22.82271	30.681445	40.114926	10.929415	35.148358	26.82069	20.650143	218.846761
LILRA5	18.077155	15.528148	70.352988	171.940619	18.322461	26.339767	91.439507	31.724043	15.024066	29.963701	111.697649	44.101029	13.287153	18.653326	9.879939	13.638833	13.975857	43.360524	16.968047	23.508743
LILRB1	88.789535	86.450108	261.57202	338.294796	50.646021	66.915153	104.633678	39.534533	39.544588	69.617431	283.362864	206.378371	20.934799	268.311459	17.96634	21.171645	35.478725	136.509713	65.411368	75.197719
LIMA1	34.756001	39.25853	24.435072	19.214455	28.67787	43.1404	18.803839	74.86713	49.825709	51.628624	74.208216	149.422444	182.832127	21.517976	16.641157	47.078885	44.290892	44.41842	46.957396	16.921181
LIMK2	56.851674	44.940897	46.696082	31.988834	29.699384	48.331446	185.640222	42.221488	39.102105	35.464899	54.284855	21.660486	43.448508	43.394784	57.212739	48.828387	43.221017	26.467343	23.459708	39.824896
LIPF	15.374296	13.32647	14.541258	17.679231	8.581608	21.294083	25.216114	13.655879	15.130103	14.978616	23.402844	20.990309	10.213126	28.752788	10.308865	14.321349	9.104582	18.426089	13.15559	62.781704
LRP5L	30.964999	25.363491	47.978872	105.123906	44.795495	61.457696	54.727708	52.924075	43.39816	112.543369	61.170911	74.419544	29.443246	922.152526	38.247065	37.852642	75.879736	82.078492	15.259364	55.611242
LRRC8D	138.708109	134.294551	203.627592	201.136361	116.455422	101.411407	94.543672	142.837022	142.772433	191.339718	81.105576	89.427665	66.605725	35.002553	71.82602	159.899086	326.228777	92.279135	129.743228	66.61185
LSM4	88.984276	105.784274	74.429622	195.565503	105.040074	88.911046	37.439499	121.010607	135.425977	126.183474	192.355209	205.887501	51.963545	143.892529	55.32303	85.94577	85.242638	164.205376	48.31696	144.088973
MAG	18.962558	20.05885	17.716045	28.772258	16.062875	21.732218	22.261214	19.38011	15.45443	23.200731	14.515489	14.017755	17.877938	23.519966	19.91221	11.229028	15.047598	17.040428	11.089922	78.979363
MAL	27.710858	22.589584	21.98082	17.005704	16.506136	24.36834	34.512741	320.712587	182.8971	13.065304	16.023397	24.780659	52.733834	20.103642	16.42615	127.546184	29.512972	20.981611	52.96145	16.454911
MAOA	10.399204	12.767108	17.527764	10.637799	11.884975	14.350743	18.268452	16.043457	13.026233	46.115077	70.411593	476.221065	77.067869	33.629806	17.112509	15.41621	19.253436	38.945621	10.48444	32.325935
MAPK7	33.731944	32.970703	55.67954	85.040053	34.378493	35.194146	33.50114	38.530643	39.041352	32.366561	51.413285	48.983391	34.280091	45.211405	23.583625	33.15533	26.701665	38.13253	30.271205	29.133607
MAT2B	693.213097	610.101473	148.028241	132.764789	189.561397	206.914849	153.052214	169.068447	252.701348	72.792611	130.12854	175.130871	200.888276	181.400137	1094.070575	170.001135	115.808077	160.858673	436.96115	61.928644
MEST	26.698287	24.243403	26.547397	18.464747	16.247098	20.060254	28.198344	22.265919	27.5614	24.101309	11.403056	11.188716	17.623942	12.134218	24.630071	19.793799	441.47297	17.809022	39.545481	31.70105
MME	17.167256	16.661382	20.19588	15.719422	10.221485	13.867911	238.54936	16.019474	13.227523	22.838645	16.575013	15.957078	20.892352	12.499424	29.78551	8.94602	35.455286	14.457333	20.947029	32.555792
