Gene	CD14_positive_monocyte	CD16_positive_monocyte	CD4_positive_alpha_beta_T_cell	CD56bright_natural_killer_cell	CD56dim_natural_killer_cell	CD8_positive_alpha_beta_T_cell	MAST_cell	basophil	eosinophil	gamma_delta_T_cell	hematopoietic_progenitor	macrophage_m0	macrophage_m1	macrophage_m2	memory_B_cell	myeloid_dendritic_cell	naive_B_cell	neutrophil	plasma_cell	plasmacytoid_dendritic_cell
CASP1	447.354739	368.522872	95.665688	130.713996	197.498286	137.932268	38.812145	153.044664	155.709702	180.319532	115.818952	31.967738	227.559695	128.462902	120.613341	197.824783	105.06892	261.430316	76.883692	14.666447
CCR2	164.884485	30.265271	37.097477	26.658494	14.507383	33.323381	18.724855	55.950177	39.942942	62.540419	23.786194	20.935893	19.011265	26.252999	51.97032	33.233829	19.004742	37.592348	151.157249	26.657726
CCR3	19.687596	14.309173	20.645995	19.729726	12.743361	18.548625	18.589271	208.762174	764.795397	19.607679	13.916524	30.168861	13.944134	15.410815	13.78973	14.484536	14.09821	191.305126	16.019648	25.821382
CD14	1218.860842	463.363238	79.328047	52.592796	25.503408	23.98488	34.105276	34.164548	12.674293	8.768489	64.763115	358.840459	1312.160328	544.111938	12.33865	125.585999	13.034703	507.33704	23.817341	23.955597
CD160	17.364545	18.282046	26.362509	228.633348	339.548077	107.5092	11.76559	15.028127	23.264938	81.409389	12.289398	15.061278	15.199202	17.191242	28.092869	13.876994	40.338633	31.860997	21.776022	20.595034
CD163	163.393543	51.967134	29.829033	29.067194	12.737824	15.592167	21.585451	17.060598	17.707829	9.6994	52.124903	288.057151	323.425414	326.252005	14.880148	62.390343	16.198089	32.610238	21.017168	18.978621
CD19	26.013998	20.278366	29.564562	21.856076	22.862201	22.809058	37.476138	13.250361	19.926288	13.8234	32.280729	48.446636	30.032093	30.371927	351.205087	17.863494	609.433648	32.728086	46.4598	17.456865
CD1D	259.02744	195.653728	44.966355	23.177658	58.455142	17.700778	9.205693	16.115423	15.490355	8.328023	19.298344	20.11579	34.051541	24.184756	65.395898	43.393286	79.019173	45.76227	66.447124	18.196941
CD1E	24.633186	25.273643	19.325843	17.78898	16.894129	14.559591	24.645182	24.473689	13.074045	12.001553	14.45897	20.776706	22.479124	79.399689	12.267378	92.717171	15.335599	20.637657	12.6012	32.367518
CD207	17.824572	20.781088	17.791816	14.291514	12.533852	15.828666	18.329017	17.309358	9.852257	14.968133	12.206532	24.592238	11.735855	15.369275	16.029659	68.263543	15.533337	29.96015	20.172417	22.42246
CD209	26.157034	24.715103	21.511464	25.066474	20.199722	19.515797	26.994573	11.913661	19.624699	17.997296	17.36243	139.454032	180.567087	642.842597	20.143254	29.156656	21.56255	32.416026	29.727421	23.466867
CD38	39.069254	52.951357	51.929973	125.889776	115.319748	48.605341	32.669188	26.891027	29.300414	84.631233	137.123346	31.755907	341.629037	31.603112	39.380341	57.607248	46.493127	34.584892	950.493081	83.331824
CD3D	33.270694	23.300282	494.470369	61.593738	56.332078	989.48246	13.403536	15.834259	27.179968	1734.682633	26.451086	9.849165	19.449839	16.652012	18.919756	22.407018	18.323983	53.172271	31.490487	36.932772
CD3E	28.95306	23.427899	297.212061	91.5206	54.450667	313.251616	24.779856	16.187215	20.515544	306.614084	23.151102	31.308301	18.663765	19.604101	25.780644	14.718903	29.733237	36.665481	63.809308	28.35588
CD3G	20.03645	17.363541	292.02935	47.095175	52.727313	510.882732	12.994982	17.153762	12.559774	243.070136	15.10575	20.443797	12.800799	14.368496	17.210583	17.709718	15.607125	28.217075	20.517436	21.857806
CD4	74.71613	90.382423	120.565743	31.769196	22.498571	21.573508	15.199398	13.177885	23.739182	11.813393	27.555026	116.569397	105.571924	152.733516	15.627703	36.846112	19.192125	30.591629	18.980947	35.205385
CD40LG	21.316152	23.734953	111.290292	32.183524	9.460629	27.336465	22.835422	11.090485	14.263151	47.082555	30.544753	16.340978	13.379233	13.921161	14.012019	14.19128	15.794608	22.236403	22.234024	45.885701
CD79A	39.974625	31.661535	50.41894	34.141358	27.903744	44.283483	21.870834	26.138068	32.767107	27.125367	51.302058	53.367589	34.086792	35.990414	517.51524	24.78063	895.11689	47.604367	215.04232	22.495122
CD8A	31.298801	17.305598	36.467342	229.303652	120.384848	1501.615502	30.600072	18.268076	24.91161	75.740908	24.004714	23.926958	18.086649	18.981875	21.0771	28.047385	23.001118	67.595284	30.566513	21.240792
CDC14B	24.981243	15.039612	38.472746	39.460062	26.285584	32.80218	16.74023	65.05476	39.187237	24.370405	24.389932	52.023264	19.040319	14.904207	26.708924	23.949024	19.244305	30.774788	24.275328	20.879102
CDC42EP4	56.955881	176.248454	32.898702	28.920547	36.202717	24.342916	30.342827	192.870777	28.965348	18.402126	37.726804	68.179395	118.310048	86.283577	18.144353	81.367665	14.633945	50.404959	27.568643	73.266414
CDK2AP2	79.178891	127.564782	90.967335	96.717058	91.067045	92.576257	55.128863	102.082622	68.198949	138.955764	60.639959	86.201743	50.337277	53.60228	82.843741	116.857393	79.965786	66.750747	200.238613	111.192351
CDKN1C	50.699931	252.429879	35.66946	23.884544	69.598577	23.389503	25.026565	42.444852	17.015443	11.834373	38.371576	18.65952	23.53832	22.066926	15.012403	24.418623	11.944153	41.908886	17.89645	12.227917
CDR2L	18.497459	18.086631	17.232697	21.75357	14.490031	22.691656	19.748852	15.373768	9.911059	11.539448	17.62018	25.436528	23.844203	76.287923	18.107011	29.947689	21.101285	17.171501	13.34049	27.843788
CEACAM1	24.416223	40.613383	38.127995	29.727046	19.316396	28.096712	46.654283	211.680677	74.607135	35.260876	22.95418	43.507775	32.498448	24.817551	30.448872	16.55489	28.865377	123.617665	40.709753	39.098638
CEACAM3	34.833197	71.064984	22.7043	20.302787	41.094003	23.49802	23.915222	23.097641	18.839186	27.076358	21.916507	23.952857	23.547452	22.994622	25.422462	21.485508	31.902011	152.199187	41.575704	25.404183
CES1	144.504165	41.952285	30.762895	22.787947	62.273564	24.991686	25.386598	14.638554	29.563793	17.762603	19.801462	55.07078	83.84816	43.647947	14.956247	58.460349	13.452487	28.685594	16.195965	34.812819
CETN1	21.40934	24.730254	19.101366	23.711784	8.912375	18.700806	24.74806	17.858637	17.083393	21.39635	16.206295	24.63709	13.745995	15.429492	19.446515	16.624942	24.895692	32.834394	43.216523	30.677118
CFB	28.726093	28.780631	17.229334	17.671246	17.666323	15.26889	12.27898	18.736264	14.33444	10.984856	20.020183	40.038052	468.539663	64.509487	15.876752	38.265736	12.142436	18.748969	20.857304	20.261492
CHMP7	84.930186	83.504213	148.409558	54.148173	62.956407	123.659061	52.557928	60.78987	73.187383	117.518062	161.375558	99.148195	45.414453	42.674649	197.10899	60.261142	268.4936	69.629811	60.83518	44.601277
CHST7	86.82261	294.562139	60.490788	33.750016	81.582069	43.819968	20.604278	36.136377	12.72287	49.284018	22.181763	146.826192	129.464542	145.295908	16.880458	178.940055	12.193196	186.548195	21.136544	101.531284
CIB2	22.838267	23.865728	24.671963	20.82153	11.209352	26.020531	23.361513	23.142928	16.98887	19.893999	30.067071	21.165726	24.881341	20.905479	24.702976	22.750039	21.048595	22.588511	31.620741	135.854196
CIITA	36.159665	63.79768	25.255294	23.325372	26.269898	24.745552	24.442387	23.47452	29.736973	25.47268	38.866648	67.792909	44.17623	57.188077	95.659024	150.002301	121.550231	27.634706	18.869574	67.844348
CLCC1	35.934647	35.059093	40.781888	40.603649	57.92716	32.72754	39.169654	37.866815	36.724277	40.446992	51.966745	54.601462	35.055566	32.932595	42.247768	51.85907	27.789182	26.139034	41.927144	39.687441
CLCF1	48.055117	121.399287	36.932657	43.740986	68.076878	43.315683	41.346511	40.801833	58.825419	42.495136	42.749062	44.682944	74.896664	46.968353	42.809869	59.572084	61.401736	57.668675	47.741279	24.714478
CLEC4E	98.55402	49.139992	21.118942	24.739811	11.137237	17.274203	18.368431	27.897388	38.233645	19.452114	19.516222	56.040775	58.537679	20.167679	18.585582	31.456583	20.704145	280.00846	23.367016	23.491674
CLEC5A	97.521921	23.259754	19.926579	15.161087	10.224672	12.742574	17.19997	18.901663	13.63965	9.618155	13.296453	191.764995	109.754963	39.816376	11.864803	61.633669	12.982927	56.226759	16.690465	27.5139
CLIC2	32.753407	43.324866	16.404148	17.928764	14.534331	10.729875	10.778888	22.161496	10.93697	18.055631	62.822234	63.652241	73.083241	124.119721	8.611576	202.963947	7.468387	26.345946	49.955566	43.398253
CNNM1	18.801531	17.610302	21.879648	24.533215	20.518845	22.135484	15.234105	22.221859	29.199048	19.541361	15.58829	17.453499	28.06154	29.605258	17.665615	16.415347	19.617894	30.393843	22.62154	107.846608
CNOT1	140.850067	83.834879	139.182097	81.272371	228.662151	127.62776	138.549007	122.76052	131.010413	176.346806	109.884462	108.738446	82.160237	94.498375	230.835272	100.363971	260.31702	102.930793	220.037521	69.851507
COL4A3	12.439957	11.256672	16.138126	17.4947	19.124201	13.978146	10.75907	12.173253	10.703552	11.46982	10.042443	18.226806	11.537976	11.408185	38.988918	13.284152	19.295802	17.288591	16.396469	24.656543
CP	13.203751	11.045196	13.837293	21.340704	14.081993	11.369704	8.559271	10.402889	21.498221	13.485123	14.242247	18.504829	26.831256	13.188198	20.70942	13.829992	17.003642	18.115688	21.681066	90.840155
CRISPLD2	180.238405	53.030852	32.2932	27.321885	20.600148	17.610986	28.452496	194.885995	33.977471	14.783693	23.012329	49.732703	78.675672	22.916827	23.761776	22.42758	19.19545	138.209887	31.77312	13.103591
CRLF2	27.257448	19.678194	18.079319	19.155392	11.403391	17.86108	29.521861	57.241405	24.165016	14.411553	20.346643	37.14468	17.549464	15.361947	13.668867	97.086277	16.032675	28.609847	28.330984	30.25128
CSTA	574.74653	401.801343	29.484694	36.782891	61.114984	24.496476	33.408065	18.124439	85.189831	16.859786	205.593327	34.651744	97.222436	85.573577	15.359536	165.527305	17.259579	293.751054	28.277842	15.442412
CTLA4	19.215706	20.254221	129.835803	21.209988	16.761073	41.05686	15.86004	13.466945	13.344134	39.695362	15.844905	24.188868	18.004487	18.641485	18.330737	28.737584	16.391254	21.089156	20.350283	16.477798
CXCL10	87.921903	115.471837	31.668234	48.754464	10.560033	23.550962	27.609869	28.17104	21.5373	35.866302	38.633707	28.333603	950.98551	24.653657	19.413813	88.438	20.90699	43.358408	32.705207	94.749526
CXCL9	34.93987	34.984135	20.312215	38.271973	13.815833	20.778194	12.590437	8.462427	20.020676	23.767481	27.404521	19.788505	557.824855	26.517111	19.585785	30.848839	22.075279	31.454405	30.697707	41.375189
CYCS	85.024898	69.670673	102.71569	66.271033	316.594289	187.028383	504.802701	65.092153	66.856591	243.60242	170.507962	47.783333	56.353643	70.424246	171.661704	90.503664	174.877141	36.090458	740.951679	59.640194
CYP2B6	14.465404	14.2729	16.022079	23.697391	15.967332	16.217212	14.007638	13.717394	31.57583	17.429364	10.786277	13.67097	12.781531	12.631178	21.695622	17.315538	24.002427	23.306083	15.447268	83.52908
CYP4F3	22.859065	16.165463	17.060781	16.258431	14.215874	12.555771	16.834858	22.116717	30.582641	21.778317	10.252162	30.990101	14.912731	10.663558	12.26801	15.556113	13.211515	436.972626	16.121749	34.570002
CYSLTR1	43.04724	110.022691	61.87981	52.017352	43.070907	17.884805	8.086258	59.155337	106.108401	19.308747	44.604992	32.629856	47.664642	52.269631	70.703984	43.02547	62.696306	114.474511	13.564897	51.979469
DEFB1	29.626283	18.631206	16.828594	22.357502	7.824831	18.92852	18.423184	14.971695	15.760137	14.845846	17.824098	18.808461	51.553472	16.54388	14.86633	21.330674	15.85577	26.420433	18.331029	25.39655
DENND3	92.179323	205.55953	45.521992	84.547777	98.672076	42.42021	19.772619	233.791663	138.468581	70.361414	58.295198	77.262886	75.596479	51.239597	82.497604	87.466751	122.082299	229.285195	102.726409	17.925736
DPYD	164.620296	100.81192	77.805686	68.720788	111.485818	51.216994	24.72869	99.292965	30.037551	61.26238	36.664939	58.041228	136.567867	160.421642	27.529723	57.577131	41.31205	80.145092	23.139342	12.47481
DUSP4	20.883177	12.002503	58.781883	37.935514	31.825232	47.964588	190.317891	11.366143	18.076967	214.321345	16.696044	30.528881	15.619161	15.879018	47.247464	46.156369	21.672845	17.338771	33.720886	24.696569
DYSF	201.021304	108.329447	31.615759	63.866364	28.236303	33.270041	33.236475	29.932711	26.068118	32.74992	54.151693	52.355498	81.318775	62.847265	16.851556	35.459917	17.916096	379.775274	34.100251	28.837453
EDN1	25.924463	30.131908	21.871776	22.589797	18.994356	19.558493	24.817184	24.753405	21.727922	18.799815	22.742854	29.670454	222.128369	41.451488	19.198749	23.24531	19.660713	66.101402	25.419699	48.469946
EIF1	521.026033	1362.369181	864.034787	282.291808	1474.136332	1022.237841	230.780802	2161.609855	444.297134	461.222315	622.950343	634.956606	1127.387628	1147.809467	665.30152	1023.566342	751.330607	352.830168	771.087621	93.686189
ELSPBP1	25.968094	24.752986	21.97999	19.969675	14.746629	18.034464	68.749457	8.246014	23.023037	25.385235	17.575447	43.186317	12.417795	9.097566	18.853636	13.609451	22.364995	29.211031	35.296909	40.75306
EMILIN2	139.409747	355.185526	61.412505	40.949439	51.981707	42.844104	20.50288	743.473537	31.529158	20.555003	62.29866	345.678358	559.149007	596.840208	29.109089	372.092373	27.885576	69.961435	23.247792	137.162376
ESPL1	36.545005	29.303013	34.830767	32.245329	18.480801	34.335502	75.429808	32.152918	23.028551	138.285903	98.466765	52.533312	51.749194	49.855105	40.295605	34.061248	35.621669	43.94898	44.36953	81.540094
EVL	109.13191	576.524598	483.668447	344.946216	316.953743	475.781528	88.989318	430.966348	171.076922	329.151296	123.670857	200.462741	325.23282	792.525801	172.887292	272.520361	312.391545	75.344029	42.646416	77.817546
FARS2	43.707084	90.793658	68.914937	63.290498	37.886921	57.636811	34.557616	52.952856	18.443534	40.055371	83.512494	59.885768	71.502392	62.277517	56.513473	68.467627	65.40103	30.869636	43.634904	56.081439
FBLN1	18.292192	19.691254	17.463396	15.492982	17.404487	16.267081	19.279109	14.227635	14.334732	15.631388	18.240152	19.558474	14.403146	14.123767	18.860737	21.895584	16.976734	22.543231	25.847434	66.32335
FCHO1	43.851762	97.182089	69.789043	46.435793	33.063499	54.160174	38.841215	46.161756	27.032058	42.956814	42.891427	42.168069	52.11439	67.194768	54.85744	36.254707	70.914526	78.987702	23.610656	47.506037
FCN1	2067.532582	3371.826194	111.866939	64.369283	99.448547	37.553064	24.120477	66.061271	28.864214	18.164134	92.53501	195.243242	507.278422	357.450773	19.610094	197.351058	21.787275	317.460406	39.836752	16.977675
FGFR3	13.180813	10.834408	16.162419	16.416933	26.762199	16.272528	18.862601	19.996819	37.281805	12.853219	16.294162	19.38339	21.19645	20.901608	12.570191	22.984147	12.28824	19.31677	16.810976	87.797381
FGR	877.052251	1154.684171	67.624494	240.971666	321.316603	85.707277	48.795312	111.700557	429.902853	66.526925	80.554695	120.304119	230.896904	224.091163	104.504951	236.859471	104.649324	561.176183	23.665591	36.25112
FKBP11	54.570468	68.401751	152.211549	250.15149	306.667463	232.518705	40.362016	100.76462	26.103762	379.398491	146.051192	34.741754	56.984692	49.778436	103.401989	81.831097	55.700721	68.067649	1555.160221	59.767036
FLT4	17.96046	16.112125	24.191876	21.648399	25.110531	26.111363	13.356513	10.972373	16.273034	19.917417	16.505349	22.934279	9.057131	10.352679	20.765077	16.088052	23.786658	21.260627	12.449739	27.494317
FMO5	43.161465	35.327973	20.204865	31.199769	17.610998	15.004662	32.11041	42.953518	22.982766	12.841562	20.335915	20.980372	25.903274	24.73977	18.66551	17.765706	24.49877	24.99456	12.048665	21.914693
FST	21.66557	12.167238	21.2463	19.684031	19.551873	20.417396	81.760734	14.781261	27.452387	18.097018	19.822985	18.629089	38.960743	35.174874	18.026083	19.558616	17.267276	21.746248	26.534656	53.59626
FSTL1	18.201852	8.011585	15.997448	12.835584	14.06715	15.896243	25.682439	10.499863	21.787135	17.810511	49.661072	15.438538	16.63998	14.025324	14.838668	23.483603	16.362464	26.101089	27.329668	22.502408
FUT3	21.898105	19.468712	18.161491	20.196986	17.909157	16.992344	14.641978	10.935356	17.690901	17.439772	16.467799	33.817513	14.130251	15.878089	19.720889	16.487279	22.893138	27.681772	32.113936	182.626627
FXYD6	84.761281	41.871298	23.40227	20.821291	32.333692	17.400945	15.296915	9.8079	12.505777	11.878677	55.502971	66.6027	71.340161	36.164957	15.08158	27.041745	18.405069	23.126228	23.24116	58.104384
GAS7	130.035938	88.150715	27.361018	52.720346	71.710996	28.704531	50.482946	22.696179	35.875507	34.548216	33.64971	69.783085	43.743887	56.949024	32.312944	57.60123	37.722611	102.087339	28.912078	38.051811
GATA2	37.103108	23.380552	24.502159	23.477218	22.838553	26.629983	84.098123	900.911367	48.706473	29.923582	120.546577	41.457738	13.724963	11.863059	26.179975	17.321804	27.050548	43.482529	42.298317	26.747336
GBP1	150.021316	138.437625	131.710815	130.095455	137.688481	168.876122	54.195901	35.005964	38.549272	136.632477	52.603727	29.274124	896.719452	71.273239	57.569303	138.500843	52.161036	201.597667	23.081208	13.078728
GCH1	270.792589	293.785153	132.164952	216.029465	718.895789	195.894377	72.646875	70.494693	70.928375	815.916571	223.563816	19.631703	137.261667	19.51714	217.044015	73.215344	200.019374	144.961999	39.571637	39.532502
GFOD1	66.138759	159.471282	44.015069	185.503347	80.937017	59.662193	103.990678	57.267091	160.116748	76.987885	98.618027	116.702404	85.044203	121.400191	83.586938	66.510442	67.275333	105.562692	92.31199	39.945885
GIMAP4	522.160463	534.029196	355.506703	444.565069	337.511339	328.98284	11.123603	23.487746	22.412409	132.887497	58.666773	374.961474	396.81946	166.154557	14.827053	67.430307	14.041557	263.691948	11.93828	16.556839
GJB1	30.015277	27.628148	20.903931	19.699371	19.876419	26.286771	22.87567	16.636668	23.856582	22.486652	33.243446	29.38044	22.399595	24.052459	24.605965	21.830304	20.997149	39.859078	31.791088	213.207143
GLRA1	15.166097	20.196436	17.164006	19.584006	12.140234	14.182857	19.356577	14.804166	22.031826	15.132391	10.840141	24.132091	10.249014	10.443668	13.93324	14.734489	13.558534	23.280585	14.611734	19.197338
GLRX2	84.452757	85.067938	53.767086	66.580579	48.787271	57.42815	118.442526	52.973515	58.160128	204.529937	121.676609	55.291229	74.516652	72.304016	64.639011	80.13738	35.107398	76.600643	94.387842	39.429024
GP5	14.103162	14.313944	24.114172	19.512046	22.109563	20.288377	18.098578	18.335547	24.011092	10.719035	14.323664	23.206788	14.678909	13.01749	10.949471	16.38609	11.565432	20.067106	9.29982	154.033507
GPNMB	27.040729	20.356651	16.545493	19.051343	12.599216	14.501967	54.276399	15.541153	35.348666	16.365124	23.565016	1880.183133	1031.714985	1121.365578	17.934166	69.307786	15.614886	19.393755	40.071302	60.661349
HAGH	88.130321	231.808606	115.823025	80.105624	92.523692	93.689656	59.522553	139.214903	62.025118	100.290276	133.638795	175.662463	157.716157	156.487197	77.059567	143.626251	53.842077	57.843314	90.412432	148.199619
HAVCR1	12.057971	11.594233	21.636825	40.111924	41.25695	16.299181	13.995086	12.842186	15.236065	20.527861	7.030116	22.162559	7.744264	7.164532	12.35896	14.283591	15.58493	19.427343	12.650536	56.642103
HBD	19.509535	34.501615	23.734381	24.578242	19.721108	22.113402	65.820822	56.195458	22.107235	15.24598	840.540101	21.761301	12.990704	12.819894	16.541631	18.265638	17.806993	44.863126	73.915261	20.881345
HCK	727.568724	999.788034	53.659232	60.503185	47.054179	20.389608	39.718222	43.685148	322.205802	18.300718	87.910401	128.234269	534.413194	408.408765	76.406628	366.709755	35.754722	514.004938	24.331449	36.079905
HDC	31.881768	19.162643	24.796713	27.127695	16.123877	24.495038	484.893427	3422.912253	48.19807	24.751131	106.575639	78.106872	10.868859	12.853772	17.637835	18.679112	23.601618	46.039127	33.845556	30.522395
HGD	21.764685	23.854279	19.745407	19.719258	13.118471	19.548229	27.615324	35.21972	19.138882	13.736028	16.645711	26.33263	18.36491	19.06908	15.276784	25.176977	13.374143	27.526832	11.47898	203.450706
HIST1H2BC	18.985341	47.419829	25.314548	20.755259	44.68292	19.787736	18.692466	40.603297	37.406872	17.323576	18.278889	24.821783	27.25987	13.479764	33.897274	25.400616	91.291087	180.135982	53.035867	27.722947
HOMER2	21.46805	17.794576	25.160899	64.318128	29.061461	19.989492	48.383696	27.441687	34.404292	19.310325	24.757571	29.666534	17.154798	124.184141	23.266305	124.610359	26.335672	26.77784	57.09358	52.817474
HOXA2	11.833968	19.183159	15.16855	18.437065	28.72779	11.651817	11.262101	27.095303	22.938518	12.391566	12.258329	17.590281	14.93324	16.187071	11.042029	16.874585	13.522734	20.838972	7.918722	118.630015
HPSE	162.878282	105.480848	47.030047	34.505657	22.896864	27.079763	27.947431	20.864427	17.771237	39.595489	34.141937	42.474111	52.394734	33.544332	21.434462	27.302567	21.04585	193.266305	18.5874	24.433286
