Symbol	A	B	C	D	E	F	G	H	I	J	K	L
TSKS	87.848007	29.256489	85.100746	76.975609	9.858076	7.613091	50.104652	50.290894	114.124405	56.173374	36.421021	25.012218
CHMP1B	5076.429199	4962.63623	3719.408691	3815.412842	4461.004395	4719.717773	5725.57959	7040.674316	6388.327148	4417.430176	4855.683594	4668.361816
LOC651959	96.754463	85.776703	79.065346	18.022587	87.816544	40.312569	73.488441	96.886002	61.689957	85.218781	64.523926	94.164955
BAPX1	23.920877	25.305799	42.457649	24.230927	22.720789	15.525582	7.90712	8.456614	14.805944	10.790393	25.944054	16.191362
LOC643637	71.960899	19.847513	64.563095	22.222698	51.612679	15.058979	90.935249	113.687622	58.593597	18.942814	67.362434	61.793571
LOC92497	71.707191	154.817429	191.413361	157.952133	132.364594	72.935715	101.066971	22.660301	91.194283	190.037247	77.443634	151.101013
LOC651957	100.644539	49.353046	22.765669	19.218929	50.45623	46.81934	67.867302	18.427702	60.61121	10.930636	35.288498	42.943592
LOC643634	34.59174	8.195473	34.345257	12.134852	17.758896	29.605474	86.588608	14.352453	14.380337	21.568384	78.145134	18.255348
LOC651951	149.821014	85.311905	141.902405	129.034302	132.050613	111.128525	149.39743	198.515564	122.419983	139.092743	175.797318	160.779999
DISC2	25.760206	11.101976	60.501911	42.999401	14.630992	79.645927	10.082345	30.908205	14.593678	88.260529	12.377334	23.308662
LOC643630	53.08765	32.659286	27.691795	55.778023	29.062603	34.405224	101.408554	106.916443	78.715973	23.118782	4.531899	98.205872
LOC100131905	9147.609375	8873.788086	10452.380859	10846.707031	9802.382813	8313.902344	6057.915039	6708.754395	7176.646484	11009.293945	11164.504883	10801.873047
LOC100131904	20.309677	10.504122	27.66572	95.477844	14.795419	26.595018	19.671759	8.670787	18.838417	7.994737	23.60878	16.936867
LOC100131909	31.49065	21.342806	23.036121	28.375093	29.127821	17.267214	25.019051	13.680243	63.157742	13.419166	36.787243	55.472668
LOC647706	12.49551	19.092905	5.033551	11.609907	14.520489	5.449146	10.070038	4.642788	15.113515	9.442039	6.317255	22.587376
LOC647704	75.015991	108.854843	12.513266	25.928801	11.767029	21.827784	50.033585	79.645927	43.71077	43.964188	8.269319	40.391197
LOC441204	51.612679	25.932323	53.995636	19.988871	51.866867	16.547304	12.291675	16.790836	27.185753	33.115402	51.614925	67.689621
LOC441205	30.870811	21.720331	13.368126	44.868286	9.871515	26.901524	40.983681	67.599365	3.54581	19.109516	15.931154	82.349854
TCOF1	17.992441	23.487749	51.315742	23.547375	12.8894	18.299852	3.427088	7.023326	15.11033	58.210743	52.575466	78.871536
KLRA1	16.396143	41.942421	18.399294	109.20343	71.189087	14.766069	37.782257	9.525195	8.147571	33.406433	36.574944	15.483801
SPPL3	286.069702	272.983795	356.737671	311.994568	334.568207	288.663696	297.11969	292.991821	280.531403	332.685669	331.938293	361.285126
OPA3	225.67775	208.434845	226.970367	182.295914	189.643311	181.162262	168.338928	220.23761	196.769714	206.544647	201.437637	238.780762
OPA1	480.245575	516.067017	626.878662	650.353821	644.563232	610.824341	433.002869	481.064453	513.021545	614.872375	706.474609	672.189087
RHEB	2090.578369	2059.435547	1697.084839	1923.286011	1920.07373	1859.224121	2442.428467	3012.523193	2880.94873	2090.712402	2001.204956	2388.27002
LOC401730	13.474494	32.675999	31.245148	11.043322	14.488726	20.234377	32.33112	65.806252	23.506523	31.972549	14.157657	18.736832
LOC648576	8.55535	16.717419	29.42782	11.610802	69.903481	19.391582	36.945713	35.77803	81.474403	12.436824	98.295761	118.775879
MGC39606	36.365829	29.260263	13.226029	23.744896	58.504574	11.02155	30.832739	37.907188	17.981201	13.310381	9.597016	4.625938
LOC648570	15.603543	37.311729	39.508759	43.675335	8.31701	76.301453	96.811188	97.761322	100.67646	47.35067	61.539154	10.45343
KIAA0831	762.961914	917.862976	1421.052368	1398.42749	1159.914917	1333.142456	688.638245	727.559631	694.589966	1302.152344	1231.691406	1394.239868
ITGA8	4.273622	30.72504	38.033733	48.572235	7.283636	17.743832	29.969242	11.623167	95.309784	8.399209	10.77917	8.220261
ITGA9	159.530487	60.058304	32.675999	107.227119	118.725395	139.092743	149.374298	134.427002	115.121849	120.649757	108.701546	72.327263
ITGA1	7.055288	7.345753	19.833252	3.250449	3.951387	7.476556	4.887999	8.552498	3.740216	9.440341	12.064699	20.364349
ITGA2	92.910065	75.484451	144.743423	72.404449	98.520073	83.883514	117.911987	138.873108	133.368835	130.243576	116.254288	77.929871
ITGA3	149.949326	111.384476	198.926743	183.3255	180.127411	117.012108	89.891083	18.06373	70.333366	198.324738	128.860001	248.395416
ITGA4	611.979187	614.266846	628.034485	541.19751	616.102722	486.612946	530.466675	763.298523	977.825256	562.564209	676.106873	552.67749
ITGA5	759.729797	724.732666	792.360413	767.590637	688.454224	1036.994019	1453.773193	910.291748	826.594788	788.00946	539.651428	615.110107
ITGA6	113.188866	120.175636	203.446976	227.870163	198.634186	155.24054	44.946316	28.966606	17.187506	262.509338	260.56134	185.035965
ITGA7	69.842957	109.930122	136.961868	136.306976	41.356354	93.317886	127.04351	96.20652	95.72805	40.073914	112.657631	143.142242
TRHR	37.903496	28.711037	27.435652	29.791153	68.840256	6.372097	38.205799	65.788651	42.943592	16.717419	49.353046	22.878548
LOC100132289	198.324738	199.9664	217.186798	189.136566	171.90654	192.217972	167.032547	204.500259	237.490143	236.258636	200.763351	198.608246
LOC100132288	89.772751	54.404964	101.969032	74.414513	77.956398	65.823685	126.652924	130.614166	142.831909	38.693947	82.751694	57.823212
LOC100132287	48.177105	36.207188	36.741528	12.577756	80.949432	10.737861	71.304649	14.895927	101.419258	18.583483	29.40906	61.797779
TCAM1	100.359787	44.683784	64.442841	107.072464	96.982567	109.930122	53.610489	88.178505	70.030907	128.91452	81.788864	116.273193
LOC100132144	29.977497	10.878068	40.090641	14.048125	105.05986	31.994368	77.735397	43.791245	82.322441	6.887161	8.439887	54.404964
OSAP	12.494088	89.478226	33.519989	111.69857	91.926598	21.772842	14.805944	23.597265	54.335815	22.678978	25.254154	24.248743
LOC100132146	14.011255	31.676937	15.081234	14.559776	35.312393	25.640188	15.084631	26.326462	9.818726	23.986305	18.886894	20.103695
LOC440558	8.533286	7.218713	9.378745	6.198689	9.158383	7.691321	21.716196	4.796467	17.309649	8.93731	4.78509	7.157339
LOC440551	127.322121	14.18172	132.056168	50.097191	51.316601	83.385033	52.658195	90.895149	108.182678	64.557442	154.096054	13.602176
LOC440550	13.969354	14.719246	10.761116	33.90929	64.406143	29.615711	9.834897	13.083953	27.837904	24.173365	19.947025	13.930308
CHST9	2.381096	1.932606	8.232487	14.598916	5.167009	11.688227	4.454484	4.431139	11.450887	3.03801	7.980875	37.575893
CHST8	25.943851	42.584454	69.978783	47.106121	23.170425	34.824631	98.003204	102.080391	34.462833	38.771744	80.000717	26.92445
LOC650330	11.57824	8.992613	53.765919	11.104326	12.856514	12.39999	10.899275	10.526179	24.463322	4.125607	27.898365	54.558987
CHST1	39.206108	160.788895	88.128738	102.174698	146.810654	68.811569	34.546799	157.002991	73.123146	105.539116	163.227844	110.527016
CHST3	50.043964	85.741928	103.604324	106.450768	117.494652	102.082756	69.180489	54.714302	137.722931	38.921291	187.993484	148.443008
CHST2	301.599121	351.016296	186.037048	197.02153	241.634415	647.484314	328.074097	563.908936	407.779785	159.56665	110.866302	115.013756
CHST5	94.490578	115.822342	25.274006	53.613827	33.554161	56.500618	30.641489	11.57824	17.267214	13.207156	57.704792	77.378098
CHST4	22.625856	18.847734	13.484741	37.408436	67.699944	24.752491	26.29332	18.597164	103.078369	27.478504	36.944828	22.116621
CHST7	756.628235	655.45929	551.701416	600.149231	492.629791	974.372803	1020.773987	974.885742	1053.728271	520.694763	444.856049	697.673035
CHST6	7.99294	6.41696	7.768333	9.857149	12.023902	6.948614	3.032507	4.80894	4.829432	7.023326	13.510876	9.128654
ITGAX	2412.500488	2221.855469	391.240356	421.225037	912.734497	4021.622559	4793.098145	3792.113037	3982.267578	181.955215	181.152771	161.724609
LOC100133888	170.040878	149.82402	117.027115	108.890793	120.92131	164.950974	145.653809	169.349243	183.225891	166.045471	151.844528	170.988159
BCL2A1	171.90654	194.29332	157.535461	170.180038	64.201767	167.503265	317.688202	317.997345	321.038177	138.457382	186.484207	189.40741
LOC649060	16.54487	22.982155	35.19524	20.855021	31.977465	36.72139	55.47596	62.021023	82.36866	22.47864	14.178452	22.060148
LOC100133887	13.657884	41.715282	6.33631	9.306658	21.174929	17.210669	16.433466	14.713371	8.992613	19.292032	4.948451	9.550903
LOC100133885	96.913879	31.425793	104.532578	105.339966	148.45372	147.244064	102.08651	89.849464	23.341579	88.006531	110.685715	55.459305
LOC100133882	26.335135	11.76717	59.067986	10.458598	41.005669	73.242241	36.524006	12.377334	11.961166	7.23784	42.440994	27.678778
ITGAV	159.955444	183.274521	203.447327	178.731537	203.726868	274.633453	201.785126	263.064148	234.903305	167.19873	195.682755	216.033051
LOC649067	132.631943	26.929228	34.73365	16.83746	14.89459	11.369656	14.959311	14.981729	24.248743	39.901627	40.444283	7.28571
LOC652792	11.145506	30.34362	12.7667	35.145599	20.185575	20.849871	19.308645	30.949417	74.46907	29.297354	108.710083	78.509483
LOC652793	10.55028	34.014622	26.917959	34.147606	3.698981	20.504604	29.503235	7.703453	37.065582	30.039957	54.795219	16.089882
LOC652790	26.921106	55.390285	49.265137	99.577972	31.275471	56.836018	88.739288	71.863754	10.534926	30.068668	44.522137	26.042982
ITGAL	2867.531006	2918.708984	2967.644043	2823.572754	4025.705322	5572.284668	2934.551758	2741.964111	2874.143311	2691.06665	3794.435303	2953.84082
ITGAM	3211.772949	3690.912109	954.674866	1013.262085	2525.434814	6468.494141	4752.850098	4893.227539	5090.52832	515.371704	1422.734497	660.747375
LOC652794	56.185333	14.802893	41.465061	110.311073	18.299852	8.506969	34.292675	13.74098	10.205399	17.227884	13.287349	33.768562
LOC652798	103.552101	62.36237	40.978004	36.2682	32.608482	43.058823	105.314667	38.222698	145.272614	66.852226	55.115036	70.493553
LOC652799	16.927961	56.500618	66.138496	15.286218	11.532518	11.820607	71.265442	68.660347	50.340111	61.00436	11.266339	23.810516
ITGAD	21.218126	12.531005	4.234762	5.546966	4.929862	9.889353	3.539085	3.866557	9.486773	3.801199	3.814218	8.020558
ITGAE	1121.212646	1199.528564	906.503967	1087.350464	1262.213867	1489.065063	1293.807861	1340.776733	1514.939819	1082.832764	1571.730347	1058.124634
LOC646949	196.505249	190.835983	239.568954	223.308563	218.174606	166.860901	167.879608	183.843216	197.195938	246.119247	268.130066	239.171677
LOC653441	87.233223	19.568748	16.169586	59.168682	29.938396	64.442841	14.44418	78.077988	104.871155	80.487587	19.450783	54.46806
LOC100132429	18.155375	28.726118	13.53222	16.077063	24.275671	18.265249	31.524368	13.311206	8.28156	30.028425	36.817047	12.188071
LOC100132428	160.608551	106.629089	91.568413	121.08812	123.705559	94.405815	72.2976	28.846998	101.484337	112.585243	83.406998	52.008545
LOC646942	14245.176758	13706.03418	15460.72168	15289.422852	14920.421875	12962.216797	12286.952148	12117.945313	12117.945313	16344.613281	14525.878906	14993.612305
LOC100132426	24.237793	23.055151	4.525786	8.219165	12.093938	24.844841	12.663895	42.841938	15.588298	9.646259	12.955609	6.583209
LOC100132425	160.797791	190.901855	196.059586	219.571411	167.879608	191.413361	178.327896	181.162262	152.154785	197.111298	115.495354	203.19986
LOC100132424	3.135834	13.946873	72.536804	5.431354	7.819769	6.368993	5.157104	5.615351	3.235945	8.087608	12.855359	8.915623
LOC646946	23.547375	21.174929	57.499203	23.239346	55.459305	52.87011	2.687537	27.163761	78.901344	25.986551	28.363548	14.328789
LOC646947	12.885437	29.953678	57.39159	9.024982	39.355053	110.19088	41.715282	15.691382	15.019566	12.7667	11.596623	13.316118
IGF2R	5308.9375	5324.943848	4351.101074	4287.536133	5505.473145	9124.727539	9165.166992	4035.987549	4016.523926	3587.568359	4362.750488	3293.338623
LOC649396	8.195551	52.252777	48.308193	126.969322	99.825233	59.138508	15.820123	59.934784	64.44873	74.930901	111.700897	23.625349
LOC649397	37.990494	49.919067	44.93325	62.459972	58.859177	60.423229	35.500587	15.11033	54.793346	23.979925	6.433467	36.560234
LOC649395	134.955048	116.376877	114.003166	44.960339	33.59972	103.571159	100.726936	44.33284	15.000468	124.13887	43.807655	34.990044
SLC36A3	30.553623	10.38512	2.419985	22.528896	15.842492	19.445042	18.082666	19.502214	17.960653	23.506523	16.951092	17.53994
CKS1B	991.991272	907.333374	892.151978	806.268372	815.167114	959.268188	852.571228	1024.864136	951.268738	928.047546	724.003967	955.450684
SLC36A1	183.972336	163.062454	105.539116	120.650955	141.088989	166.178909	223.452576	255.165985	255.875778	121.08812	188.009781	138.989334
LOC649639	120.94989	155.646439	200.563354	175.302597	142.864029	201.215958	112.582474	114.999557	144.246124	224.325043	192.017761	183.225891
C14orf115	84.7481	62.350628	93.828194	11.067623	110.89843	49.862885	135.698685	26.837883	39.053471	53.750496	51.673683	45.704437
C14orf112	2965.888184	3014.32959	2999.722168	3370.945313	3229.583252	3565.842773	2537.402588	3146.435303	3137.827637	2899.213867	3683.296143	3459.342285
LOC729269	19.451685	128.203094	34.020557	42.951477	20.167311	12.496941	107.087273	49.311378	116.597908	115.857483	54.167786	70.181023
LOC729266	18.388767	88.178505	16.651283	79.383156	29.736269	59.042469	59.107567	9.669431	70.785667	69.251427	17.469059	37.396652
LOC729264	11.604097	60.99715	97.218628	22.585201	23.044773	67.392639	30.794611	21.814608	37.567707	104.532578	92.508888	29.759111
C14orf118	25.538872	43.95039	23.805635	30.508726	29.584162	78.380402	102.01796	162.759445	108.630623	25.201107	48.532562	56.791801
ARTN	1.785193	2.678954	7.816658	8.550432	18.912636	10.110858	18.598454	17.049398	12.178991	12.627564	12.738005	40.747417
ART1	137.386414	189.928726	168.968796	198.747665	206.16539	163.901047	197.088425	186.403137	184.577148	185.672424	183.25441	143.967926
ART3	4.454484	7.818409	14.387326	25.374964	6.894363	25.734621	7.643001	7.067864	9.520155	4.273622	6.046526	7.018304
ART5	4.882937	4.487148	4.487148	5.553171	19.832417	5.130206	6.597173	11.051253	2.687537	15.872522	8.087608	7.83161
ART4	70.724045	23.393311	13.853044	77.308708	36.833904	56.447529	49.445332	26.884203	31.811295	35.534397	19.159399	88.926575
MGC57346	261.960815	243.414413	332.929291	388.171417	317.80484	277.800903	228.302521	136.870804	147.408005	357.632568	306.309052	315.812988
LOC647707	32.546291	10.77917	32.56665	14.957905	56.843784	13.162941	49.302734	11.229824	17.469059	4.887948	5.968862	35.208431
CRTAM	13.494708	77.62616	27.478504	8.510866	121.797318	68.274574	23.342829	57.89312	61.617203	25.55687	35.848652	37.356747
CADPS2	99.237587	28.765223	147.131516	106.455368	22.312794	92.392334	49.673401	29.791153	48.262405	16.227489	18.858135	7.78976
RLF	412.075897	407.702881	436.42157	486.896454	471.188599	572.542542	473.012543	451.460297	399.904602	425.997864	581.605103	500.130951
CRTAP	2042.608032	2164.88208	1036.994019	898.236023	885.039673	753.513306	1583.881714	3602.332031	3462.665527	1074.74707	777.749084	1108.401489
OR2A12	17.611244	5.356752	12.458207	9.029404	3.698981	13.592342	11.192063	13.969354	8.445978	6.989722	7.62664	16.490793
ADPGK	1240.363403	1274.975098	851.212646	931.186401	951.066223	1074.291138	1385.31543	1858.832642	1754.610229	952.139648	946.439575	801.886597
HPYR1	20.553061	13.872321	14.836149	9.662279	11.526294	14.681792	11.610802	9.385104	4.394775	4.348549	52.256794	11.855774
CPEB4	193.376556	199.452942	142.786819	159.953186	165.240173	167.599167	196.241501	252.312424	272.436035	145.848145	162.096619	138.299698
CPEB1	10.147863	29.785679	54.887417	22.847836	28.115192	9.157182	10.20931	15.577718	62.471806	32.675999	60.859783	31.468975
CPEB3	333.311829	334.568207	306.306641	287.662079	335.351593	351.521149	367.541351	387.322449	395.32663	349.329193	383.046173	311.027649
CPEB2	226.092941	257.415131	246.707962	216.045898	207.498138	290.178223	415.190552	356.342651	349.407745	261.124847	252.428177	263.625244
SRBD1	511.407898	429.205078	446.270416	489.024048	478.351685	544.871399	656.971985	564.840454	572.542542	441.886414	455.295502	407.838867
ABAT	130.738235	164.407654	40.350819	76.999695	117.027115	183.646759	211.117477	156.092041	180.230942	89.293686	85.673851	82.712364
LOC100134140	22.06671	41.704689	27.058512	52.526043	14.520727	32.809681	39.206108	11.4831	11.4831	11.249465	56.291237	59.080864
LOC651177	9.378745	5.359714	9.272327	24.668978	14.454325	10.379436	24.383463	19.541161	14.167359	35.938805	5.195086	5.029259
LOC649937	7.489071	5.968862	29.91963	13.75911	68.784958	9.195677	6.313265	11.268392	27.525478	8.087608	11.252296	15.084631
LOC100134144	350.901001	350.901001	257.856903	248.911118	290.429108	356.898224	486.343811	507.805603	563.344604	281.948944	295.078918	205.263092
LOC649935	11.828237	12.966694	46.242695	7.223215	41.822495	14.505103	15.172358	15.000468	12.199578	10.779667	32.432934	28.95933
LOC644544	194.732834	131.958633	68.775826	171.409851	161.244461	170.180038	176.297806	219.953964	228.124252	143.321671	136.015381	162.813156
SP1	748.279114	734.608215	738.004639	647.948975	676.7547	615.110107	929.871643	662.078674	615.977051	662.116882	571.801636	724.840515
LOC644548	120.523743	91.293564	85.158707	191.244034	146.461136	106.132362	139.357086	90.55661	153.035828	129.74585	137.388412	89.212852
FLJ46154	50.351414	54.529327	68.004211	50.274639	36.365829	42.5854	14.428566	24.003513	15.368841	28.006948	23.37919	54.280304
FLJ46156	8.598795	39.166725	32.210342	18.209463	16.273928	3.199301	48.293629	40.770679	9.763218	123.676544	95.748138	52.689323
LOC284861	23.049679	19.665575	8.556871	122.434731	17.541813	85.185783	15.054039	58.675156	40.550751	36.250877	32.634911	14.492006
CDH22	18.827192	25.796515	8.411723	5.82221	27.07284	14.88607	7.680784	29.920116	73.442802	27.697104	9.538443	29.433685
LOC441208	31.701445	13.474494	7.747076	7.792766	21.48428	44.522137	24.574226	18.087885	27.194506	32.155628	49.311378	11.402812
PHOX2A	20.640505	14.038119	24.559906	11.249438	12.779964	16.761921	15.522762	37.673573	62.525448	64.147369	22.193817	15.081055
PHOX2B	24.752491	80.297981	34.308678	14.235117	31.361122	67.082405	65.806252	36.243034	71.606773	82.272758	16.108364	24.176773
UPK2	13.091647	34.170033	30.312332	5.976965	27.047401	11.877828	8.340989	8.517206	27.39864	24.882006	3.650266	4.751057
CFH	237.608673	212.534729	305.729736	289.591095	317.791016	201.714844	202.806503	256.852386	222.417984	348.372345	428.441956	351.925568
CFI	195.424286	197.369797	166.026306	170.291977	181.136749	196.605621	209.464828	226.71347	221.735703	175.865341	172.103882	172.517609
ANKFY1	800.148254	827.957642	979.560608	945.388123	787.444641	777.765076	831.757935	799.699707	807.542908	947.646179	742.43512	842.335205
CFB	29.8146	109.645584	108.831764	26.608496	104.943344	35.535793	103.999496	116.466583	115.664406	43.419033	93.336853	30.255875
CFP	1048.231445	1115.525391	291.090271	292.886536	331.763031	414.796753	2193.283203	2785.147949	2808.641357	200.02887	165.151443	209.669739
AAAS	70.040833	126.764114	117.870636	117.162674	136.173309	147.663132	113.62796	167.032547	107.290443	188.211212	129.080399	144.111938
SIDT1	417.720734	488.253418	367.996643	357.64624	360.68219	506.384125	350.190735	269.621368	290.712036	409.692017	423.090759	325.020477
SIDT2	4186.286621	4031.201172	1505.347778	1517.924438	1682.091553	2101.758789	5133.127441	5645.182617	5507.990234	1261.657471	1027.929199	1162.794067
CDH24	102.32457	72.003975	40.755653	135.595108	134.576736	64.876999	124.637672	98.807777	145.730576	136.989471	109.712708	117.104317
LOC100131247	7.70769	11.237096	20.775427	5.783504	65.265518	16.851048	10.779667	30.909883	22.816866	30.82925	22.107876	12.554869
LOC100131244	16.813759	4.273622	22.982056	12.577756	27.90259	15.892189	13.640867	42.426136	14.003176	12.107366	18.917549	22.497879
LOC100131243	13.138712	66.087494	34.648796	40.952366	78.098778	29.054771	10.61999	55.657413	62.762283	25.509916	57.362583	31.869432
PISRT1	61.227406	36.583611	98.805168	65.370636	48.069481	28.05315	62.183525	24.209087	31.115324	70.0485	89.988319	56.900021
SAGE1	68.875755	16.490793	82.561493	60.058304	6.171514	49.08453	81.291443	52.87011	100.578339	59.84412	15.114363	88.144211
TGIF2LX	12.235994	12.659874	8.55535	19.379587	9.640778	15.542002	32.792267	19.853455	10.302212	38.231499	12.964154	19.372719
LOC650498	40.675163	14.61436	15.931154	16.297039	6.198442	8.291454	16.794632	8.433248	4.526243	82.366547	8.224571	8.365427
LOC650496	28.186718	10.235435	17.857294	113.605453	15.806243	85.424835	20.484816	16.56514	56.278698	5.958841	16.508572	20.067959
LOC650494	36.612667	14.46613	17.896498	14.88607	7.494944	38.721405	69.976212	8.309044	18.022587	27.247091	8.910363	14.814061
LOC650491	138.935349	103.486664	115.705139	109.592384	106.934998	131.498337	88.376778	129.35733	105.440369	122.19352	135.592422	101.484337
LOC442049	32.744431	106.076233	109.645584	105.972984	90.218719	73.507576	57.331554	9.857399	47.125885	58.645596	62.92363	85.190628
AAGAB	351.017456	380.280548	366.989044	400.21759	394.855408	489.306152	358.138153	440.633575	437.160797	442.475739	446.202423	441.754547
C4orf18	587.271912	621.968262	23.962605	29.136641	185.171753	199.516754	634.285156	1429.367188	1480.97583	14.881733	8.539698	20.538395
C4orf19	39.089287	31.148146	78.438599	31.549709	94.165001	67.589966	40.758759	18.646975	20.501209	9.706903	33.90929	41.688805
SLC7A6OS	222.632187	263.764709	284.256165	242.377838	201.749817	230.075363	224.312531	206.38382	208.990311	230.84082	222.945984	280.959961
C4orf14	2245.773682	2185.664795	2747.807373	2812.935059	2176.305176	1441.936157	2005.427002	2457.72998	2608.701416	2882.576416	2407.393311	2876.602051
C4orf15	9.447707	7.655487	50.079346	20.647907	14.800426	28.969204	12.622666	8.349723	16.461081	36.940582	72.221924	108.371742
C4orf16	52.552505	30.276117	43.012585	74.99379	94.727829	89.425499	23.98414	75.793304	93.266327	28.816425	138.680588	80.527725
C4orf17	4.818031	2.695021	8.571505	11.009027	9.28187	8.79215	4.900637	2.735691	10.633741	8.165365	8.024772	10.953176
C4orf10	82.864113	166.860901	122.068344	112.621521	140.385788	103.003387	133.706665	121.265106	99.777901	94.789658	101.203735	144.289673
C4orf11	33.095623	25.556654	23.324905	21.377001	42.421135	24.668978	20.287424	68.64241	36.423798	110.772972	27.087372	74.494522
C4orf12	25.016781	89.842773	20.459393	38.534641	25.764198	27.834677	31.972549	54.245358	74.307373	13.262225	14.725296	35.145172
SCYL3	247.348816	289.595062	291.069031	290.696747	290.77121	256.610901	259.653931	184.741669	214.809525	310.235809	303.514008	323.911713
LOC392382	73.864029	89.79567	19.992441	56.900021	57.272129	56.617966	39.907681	107.680313	105.02813	27.238119	91.195183	19.080265
EFHA1	1384.190308	1677.202148	1815.539795	1974.94043	1729.876099	1935.980103	1469.564209	1338.277344	1493.838867	1439.286377	2037.098389	1906.052368
EFHA2	103.561302	31.335644	60.058304	53.846401	43.903004	74.353584	13.252096	40.090641	77.642525	140.035599	100.256424	18.006393
AAA1	28.711037	101.45948	79.27092	27.163761	55.770355	73.81929	61.793571	117.2659	164.910217	85.37677	126.228668	35.288815
TERT	12.190603	11.915164	8.602977	5.482571	8.390002	11.24831	6.325849	17.482489	15.019566	19.056002	16.153467	43.642941
ABCE1	756.235962	794.602783	1032.161743	1043.013916	1105.291382	727.1297	594.064392	658.753967	675.96106	1132.201416	1305.341309	1021.390015
LOC391609	78.212875	48.334591	44.515762	70.193779	37.907188	88.340561	64.480812	24.685232	76.257919	54.585938	63.859367	53.529762
LOC286297	7.833836	42.683128	54.26606	32.730907	12.955609	27.911858	17.583931	41.683605	36.238297	26.906923	75.787445	39.218292
C15orf26	52.737213	14.776528	65.346893	75.938034	60.410679	31.497993	46.071255	53.664951	10.015195	64.480812	64.915749	19.087152
C15orf27	28.090374	16.744801	36.282833	48.600067	51.578217	10.912968	14.605783	54.251617	63.176033	14.415498	25.564804	20.490271
C15orf24	4379.910156	4800.23291	4569.774902	4534.45459	4650.154297	5200.07666	4000.243164	4444.689453	4457.267578	4563.784668	5258.952148	4841.891602
C15orf23	211.232162	203.80426	167.926437	167.090668	178.083771	157.152893	165.193665	238.905579	272.24762	198.824509	213.953781	195.359482
C15orf20	41.851917	74.784592	79.308754	86.599098	71.300896	108.723114	88.186501	98.070503	138.412857	87.438866	107.272423	78.753273
C15orf21	96.790398	58.323921	73.653687	20.205156	22.771206	89.59465	62.580292	31.502039	115.370071	128.642334	44.288807	32.468796
C15orf28	193.705536	214.7099	233.769608	217.084702	199.933731	197.02153	269.035065	250.193466	254.050369	201.108643	181.162262	140.212173
C15orf29	133.332443	126.101128	115.742928	96.646759	133.541443	131.81337	131.320007	33.773823	130.333694	122.281006	71.282272	132.27298
FLJ10996	61.911869	72.466347	122.04142	112.467461	115.664406	115.551872	115.435036	89.837425	183.284439	102.080391	91.908722	86.04493
TP73L	12.409987	11.657552	76.745087	45.202793	44.8451	77.940582	56.836018	21.614006	92.277374	13.059976	16.253548	27.101357
ZNF117	7.285721	5.098745	11.743545	4.744023	8.88663	7.055288	7.843079	10.564898	21.232693	14.199975	7.088725	19.138962
ZNF114	37.319115	42.553421	51.285179	24.022415	64.57711	55.135746	37.616997	33.671432	60.480736	25.34029	13.441268	31.180679
SEZ6L	12.82364	7.155294	7.847958	56.765682	19.451685	17.447451	4.605496	47.462044	13.585878	4.290943	17.615765	4.56918
PRKAR2A	274.961182	245.70047	260.696564	204.994339	260.418732	301.457672	212.980255	262.619598	264.122131	255.905533	252.279984	262.822327
C20orf52	6736.774902	6252.91748	5911.213379	6526.966309	6367.148438	7279.249512	6501.161621	6479.235352	6426.942871	6488.544922	6526.966309	6322.858887
C20orf51	17.379999	56.316368	76.370544	50.766438	31.183516	86.029648	117.012108	41.527023	21.248348	59.725536	18.437531	73.668343
PRKAR2B	22.092726	9.520519	19.745317	19.713636	7.930222	20.202204	12.943644	16.06645	88.025314	10.778637	13.342916	17.021008
C20orf56	38.886196	5.403337	61.88924	144.584152	20.996229	48.061752	52.231575	89.767815	15.955435	11.703763	18.202703	6.433467
C20orf55	866.153992	880.361694	587.271912	574.873962	573.775146	670.037048	1204.10083	1520.02832	1779.824951	496.833008	572.542542	587.611511
C20orf54	25.96026	15.191307	10.651073	11.745427	15.283454	39.320789	11.477968	7.399511	26.671642	11.928702	65.064697	11.224316
TMEM200B	12.855325	94.511681	23.55278	27.091553	55.446125	77.60907	18.942814	56.765682	21.286911	38.158978	18.801638	82.798508
ITGA2B	62.427475	83.290817	35.190056	36.871407	74.509232	116.466583	77.46167	129.376587	67.180748	56.606762	118.362106	120.176025
RFXDC2	111.261887	48.053215	131.4478	93.470062	44.572636	144.075989	65.852974	15.171512	40.064503	101.066971	108.608788	112.873116
SHOX2	158.430573	124.041794	138.142273	161.30661	151.562363	149.013916	102.50396	151.257935	109.559898	87.142372	181.955215	139.325348
PHACTR4	1497.510498	1418.241089	1652.434082	1505.347778	1584.314331	1507.785522	1093.981934	1522.308228	1433.405884	1621.848022	1574.686279	1541.82605
L3MBTL	22.511915	37.106331	77.482239	115.920074	88.6688	10.641087	16.115055	69.842957	53.995636	98.132797	85.555481	71.243652
NLGN3	6.588941	7.972369	6.705867	36.833904	8.388453	10.107168	73.415588	8.393615	5.246145	10.860961	15.577718	9.259909
PHACTR3	31.328192	58.636318	41.075062	81.353989	78.940079	77.443634	62.332893	98.520073	14.724454	81.64119	71.187904	12.535542
NLGN1	22.517128	20.718882	63.074825	65.65786	105.384315	49.624283	29.15823	78.871536	105.384315	81.242081	88.049957	89.68074
KRTAP2-2	4.255476	19.09967	35.761482	6.881696	27.922485	10.420127	8.229245	15.632681	12.302556	18.307091	15.831654	18.571102
